 frequency       vdb(in)         vdb(out)       
 1.00000000e+02 -2.44369750e+01 -2.91290737e+01 
 1.25892541e+02 -2.44369750e+01 -2.91290737e+01 
 1.58489319e+02 -2.44369750e+01 -2.91290737e+01 
 1.99526231e+02 -2.44369750e+01 -2.91290737e+01 
 2.51188643e+02 -2.44369750e+01 -2.91290737e+01 
 3.16227766e+02 -2.44369750e+01 -2.91290737e+01 
 3.98107171e+02 -2.44369750e+01 -2.91290737e+01 
 5.01187234e+02 -2.44369750e+01 -2.91290737e+01 
 6.30957344e+02 -2.44369750e+01 -2.91290737e+01 
 7.94328235e+02 -2.44369750e+01 -2.91290737e+01 
 1.00000000e+03 -2.44369750e+01 -2.91290737e+01 
 1.25892541e+03 -2.44369750e+01 -2.91290737e+01 
 1.58489319e+03 -2.44369750e+01 -2.91290737e+01 
 1.99526231e+03 -2.44369750e+01 -2.91290737e+01 
 2.51188643e+03 -2.44369750e+01 -2.91290737e+01 
 3.16227766e+03 -2.44369750e+01 -2.91290737e+01 
 3.98107171e+03 -2.44369750e+01 -2.91290737e+01 
 5.01187234e+03 -2.44369750e+01 -2.91290737e+01 
 6.30957344e+03 -2.44369750e+01 -2.91290737e+01 
 7.94328235e+03 -2.44369750e+01 -2.91290738e+01 
 1.00000000e+04 -2.44369750e+01 -2.91290738e+01 
 1.25892541e+04 -2.44369750e+01 -2.91290738e+01 
 1.58489319e+04 -2.44369750e+01 -2.91290738e+01 
 1.99526231e+04 -2.44369750e+01 -2.91290739e+01 
 2.51188643e+04 -2.44369750e+01 -2.91290740e+01 
 3.16227766e+04 -2.44369750e+01 -2.91290742e+01 
 3.98107171e+04 -2.44369750e+01 -2.91290745e+01 
 5.01187234e+04 -2.44369750e+01 -2.91290750e+01 
 6.30957344e+04 -2.44369750e+01 -2.91290757e+01 
 7.94328235e+04 -2.44369750e+01 -2.91290769e+01 
 1.00000000e+05 -2.44369750e+01 -2.91290788e+01 
 1.25892541e+05 -2.44369750e+01 -2.91290817e+01 
 1.58489319e+05 -2.44369750e+01 -2.91290864e+01 
 1.99526231e+05 -2.44369750e+01 -2.91290938e+01 
 2.51188643e+05 -2.44369750e+01 -2.91291055e+01 
 3.16227766e+05 -2.44369750e+01 -2.91291242e+01 
 3.98107171e+05 -2.44369750e+01 -2.91291537e+01 
 5.01187234e+05 -2.44369750e+01 -2.91292004e+01 
 6.30957344e+05 -2.44369750e+01 -2.91292745e+01 
 7.94328235e+05 -2.44369750e+01 -2.91293919e+01 
 1.00000000e+06 -2.44369750e+01 -2.91295780e+01 
 1.25892541e+06 -2.44369750e+01 -2.91298730e+01 
 1.58489319e+06 -2.44369750e+01 -2.91303404e+01 
 1.99526231e+06 -2.44369750e+01 -2.91310811e+01 
 2.51188643e+06 -2.44369750e+01 -2.91322548e+01 
 3.16227766e+06 -2.44369750e+01 -2.91341143e+01 
 3.98107171e+06 -2.44369750e+01 -2.91370598e+01 
 5.01187234e+06 -2.44369750e+01 -2.91417241e+01 
 6.30957344e+06 -2.44369750e+01 -2.91491062e+01 
 7.94328235e+06 -2.44369750e+01 -2.91607804e+01 
 1.00000000e+07 -2.44369750e+01 -2.91792187e+01 
 1.25892541e+07 -2.44369750e+01 -2.92082822e+01 
 1.58489319e+07 -2.44369750e+01 -2.92539504e+01 
 1.99526231e+07 -2.44369750e+01 -2.93253607e+01 
 2.51188643e+07 -2.44369750e+01 -2.94361888e+01 
 3.16227766e+07 -2.44369750e+01 -2.96062483e+01 
 3.98107171e+07 -2.44369750e+01 -2.98628451e+01 
 5.01187234e+07 -2.44369750e+01 -3.02408323e+01 
 6.30957344e+07 -2.44369750e+01 -3.07797663e+01 
 7.94328235e+07 -2.44369750e+01 -3.15169257e+01 
 1.00000000e+08 -2.44369750e+01 -3.24772935e+01 
 1.25892541e+08 -2.44369750e+01 -3.36650960e+01 
 1.58489319e+08 -2.44369750e+01 -3.50623169e+01 
 1.99526231e+08 -2.44369750e+01 -3.66352728e+01 
 2.51188643e+08 -2.44369750e+01 -3.83448502e+01 
 3.16227766e+08 -2.44369750e+01 -4.01550017e+01 
 3.98107171e+08 -2.44369750e+01 -4.20371839e+01 
 5.01187234e+08 -2.44369750e+01 -4.39714391e+01 
 6.30957344e+08 -2.44369750e+01 -4.59458134e+01 
 7.94328235e+08 -2.44369750e+01 -4.79554547e+01 
 1.00000000e+09 -2.44369750e+01 -5.00021016e+01 
