 frequency       vdb(in)         vdb(out)       
 1.00000000e+02 -2.44369750e+01 -2.85521640e+01 
 1.25892541e+02 -2.44369750e+01 -2.85521640e+01 
 1.58489319e+02 -2.44369750e+01 -2.85521640e+01 
 1.99526231e+02 -2.44369750e+01 -2.85521640e+01 
 2.51188643e+02 -2.44369750e+01 -2.85521640e+01 
 3.16227766e+02 -2.44369750e+01 -2.85521640e+01 
 3.98107171e+02 -2.44369750e+01 -2.85521640e+01 
 5.01187234e+02 -2.44369750e+01 -2.85521640e+01 
 6.30957344e+02 -2.44369750e+01 -2.85521640e+01 
 7.94328235e+02 -2.44369750e+01 -2.85521640e+01 
 1.00000000e+03 -2.44369750e+01 -2.85521640e+01 
 1.25892541e+03 -2.44369750e+01 -2.85521640e+01 
 1.58489319e+03 -2.44369750e+01 -2.85521640e+01 
 1.99526231e+03 -2.44369750e+01 -2.85521640e+01 
 2.51188643e+03 -2.44369750e+01 -2.85521640e+01 
 3.16227766e+03 -2.44369750e+01 -2.85521640e+01 
 3.98107171e+03 -2.44369750e+01 -2.85521640e+01 
 5.01187234e+03 -2.44369750e+01 -2.85521640e+01 
 6.30957344e+03 -2.44369750e+01 -2.85521640e+01 
 7.94328235e+03 -2.44369750e+01 -2.85521640e+01 
 1.00000000e+04 -2.44369750e+01 -2.85521641e+01 
 1.25892541e+04 -2.44369750e+01 -2.85521641e+01 
 1.58489319e+04 -2.44369750e+01 -2.85521641e+01 
 1.99526231e+04 -2.44369750e+01 -2.85521642e+01 
 2.51188643e+04 -2.44369750e+01 -2.85521643e+01 
 3.16227766e+04 -2.44369750e+01 -2.85521645e+01 
 3.98107171e+04 -2.44369750e+01 -2.85521648e+01 
 5.01187234e+04 -2.44369750e+01 -2.85521652e+01 
 6.30957344e+04 -2.44369750e+01 -2.85521659e+01 
 7.94328235e+04 -2.44369750e+01 -2.85521670e+01 
 1.00000000e+05 -2.44369750e+01 -2.85521688e+01 
 1.25892541e+05 -2.44369750e+01 -2.85521716e+01 
 1.58489319e+05 -2.44369750e+01 -2.85521760e+01 
 1.99526231e+05 -2.44369750e+01 -2.85521830e+01 
 2.51188643e+05 -2.44369750e+01 -2.85521941e+01 
 3.16227766e+05 -2.44369750e+01 -2.85522116e+01 
 3.98107171e+05 -2.44369750e+01 -2.85522395e+01 
 5.01187234e+05 -2.44369750e+01 -2.85522836e+01 
 6.30957344e+05 -2.44369750e+01 -2.85523536e+01 
 7.94328235e+05 -2.44369750e+01 -2.85524645e+01 
 1.00000000e+06 -2.44369750e+01 -2.85526402e+01 
 1.25892541e+06 -2.44369750e+01 -2.85529187e+01 
 1.58489319e+06 -2.44369750e+01 -2.85533601e+01 
 1.99526231e+06 -2.44369750e+01 -2.85540595e+01 
 2.51188643e+06 -2.44369750e+01 -2.85551677e+01 
 3.16227766e+06 -2.44369750e+01 -2.85569236e+01 
 3.98107171e+06 -2.44369750e+01 -2.85597051e+01 
 5.01187234e+06 -2.44369750e+01 -2.85641098e+01 
 6.30957344e+06 -2.44369750e+01 -2.85710816e+01 
 7.94328235e+06 -2.44369750e+01 -2.85821083e+01 
 1.00000000e+07 -2.44369750e+01 -2.85995274e+01 
 1.25892541e+07 -2.44369750e+01 -2.86269925e+01 
 1.58489319e+07 -2.44369750e+01 -2.86701694e+01 
 1.99526231e+07 -2.44369750e+01 -2.87377332e+01 
 2.51188643e+07 -2.44369750e+01 -2.88427084e+01 
 3.16227766e+07 -2.44369750e+01 -2.90040568e+01 
 3.98107171e+07 -2.44369750e+01 -2.92481053e+01 
 5.01187234e+07 -2.44369750e+01 -2.96088422e+01 
 6.30957344e+07 -2.44369750e+01 -3.01255230e+01 
 7.94328235e+07 -2.44369750e+01 -3.08362115e+01 
 1.00000000e+08 -2.44369750e+01 -3.17679520e+01 
 1.25892541e+08 -2.44369750e+01 -3.29277816e+01 
 1.58489319e+08 -2.44369750e+01 -3.43001822e+01 
 1.99526231e+08 -2.44369750e+01 -3.58527982e+01 
 2.51188643e+08 -2.44369750e+01 -3.75465296e+01 
 3.16227766e+08 -2.44369750e+01 -3.93444227e+01 
 3.98107171e+08 -2.44369750e+01 -4.12165783e+01 
 5.01187234e+08 -2.44369750e+01 -4.31414995e+01 
 6.30957344e+08 -2.44369750e+01 -4.51055420e+01 
 7.94328235e+08 -2.44369750e+01 -4.71018778e+01 
 1.00000000e+09 -2.44369750e+01 -4.91297609e+01 
