 frequency       vdb(in)         vdb(out)       
 1.00000000e+02 -2.44369750e+01 -2.05753868e+01 
 1.25892541e+02 -2.44369750e+01 -2.05753868e+01 
 1.58489319e+02 -2.44369750e+01 -2.05753868e+01 
 1.99526231e+02 -2.44369750e+01 -2.05753868e+01 
 2.51188643e+02 -2.44369750e+01 -2.05753868e+01 
 3.16227766e+02 -2.44369750e+01 -2.05753868e+01 
 3.98107171e+02 -2.44369750e+01 -2.05753868e+01 
 5.01187234e+02 -2.44369750e+01 -2.05753868e+01 
 6.30957344e+02 -2.44369750e+01 -2.05753868e+01 
 7.94328235e+02 -2.44369750e+01 -2.05753868e+01 
 1.00000000e+03 -2.44369750e+01 -2.05753868e+01 
 1.25892541e+03 -2.44369750e+01 -2.05753868e+01 
 1.58489319e+03 -2.44369750e+01 -2.05753868e+01 
 1.99526231e+03 -2.44369750e+01 -2.05753868e+01 
 2.51188643e+03 -2.44369750e+01 -2.05753868e+01 
 3.16227766e+03 -2.44369750e+01 -2.05753868e+01 
 3.98107171e+03 -2.44369750e+01 -2.05753868e+01 
 5.01187234e+03 -2.44369750e+01 -2.05753868e+01 
 6.30957344e+03 -2.44369750e+01 -2.05753868e+01 
 7.94328235e+03 -2.44369750e+01 -2.05753868e+01 
 1.00000000e+04 -2.44369750e+01 -2.05753868e+01 
 1.25892541e+04 -2.44369750e+01 -2.05753868e+01 
 1.58489319e+04 -2.44369750e+01 -2.05753868e+01 
 1.99526231e+04 -2.44369750e+01 -2.05753868e+01 
 2.51188643e+04 -2.44369750e+01 -2.05753868e+01 
 3.16227766e+04 -2.44369750e+01 -2.05753868e+01 
 3.98107171e+04 -2.44369750e+01 -2.05753868e+01 
 5.01187234e+04 -2.44369750e+01 -2.05753868e+01 
 6.30957344e+04 -2.44369750e+01 -2.05753868e+01 
 7.94328235e+04 -2.44369750e+01 -2.05753868e+01 
 1.00000000e+05 -2.44369750e+01 -2.05753868e+01 
 1.25892541e+05 -2.44369750e+01 -2.05753868e+01 
 1.58489319e+05 -2.44369750e+01 -2.05753868e+01 
 1.99526231e+05 -2.44369750e+01 -2.05753868e+01 
 2.51188643e+05 -2.44369750e+01 -2.05753868e+01 
 3.16227766e+05 -2.44369750e+01 -2.05753868e+01 
 3.98107171e+05 -2.44369750e+01 -2.05753868e+01 
 5.01187234e+05 -2.44369750e+01 -2.05753868e+01 
 6.30957344e+05 -2.44369750e+01 -2.05753868e+01 
 7.94328235e+05 -2.44369750e+01 -2.05753868e+01 
 1.00000000e+06 -2.44369750e+01 -2.05753868e+01 
 1.25892541e+06 -2.44369750e+01 -2.05753868e+01 
 1.58489319e+06 -2.44369750e+01 -2.05753868e+01 
 1.99526231e+06 -2.44369750e+01 -2.05753868e+01 
 2.51188643e+06 -2.44369750e+01 -2.05753869e+01 
 3.16227766e+06 -2.44369750e+01 -2.05753869e+01 
 3.98107171e+06 -2.44369750e+01 -2.05753870e+01 
 5.01187234e+06 -2.44369750e+01 -2.05753871e+01 
 6.30957344e+06 -2.44369750e+01 -2.05753873e+01 
 7.94328235e+06 -2.44369750e+01 -2.05753877e+01 
 1.00000000e+07 -2.44369750e+01 -2.05753882e+01 
 1.25892541e+07 -2.44369750e+01 -2.05753890e+01 
 1.58489319e+07 -2.44369750e+01 -2.05753903e+01 
 1.99526231e+07 -2.44369750e+01 -2.05753923e+01 
 2.51188643e+07 -2.44369750e+01 -2.05753956e+01 
 3.16227766e+07 -2.44369750e+01 -2.05754007e+01 
 3.98107171e+07 -2.44369750e+01 -2.05754088e+01 
 5.01187234e+07 -2.44369750e+01 -2.05754217e+01 
 6.30957344e+07 -2.44369750e+01 -2.05754421e+01 
 7.94328235e+07 -2.44369750e+01 -2.05754745e+01 
 1.00000000e+08 -2.44369750e+01 -2.05755259e+01 
 1.25892541e+08 -2.44369750e+01 -2.05756072e+01 
 1.58489319e+08 -2.44369750e+01 -2.05757361e+01 
 1.99526231e+08 -2.44369750e+01 -2.05759404e+01 
 2.51188643e+08 -2.44369750e+01 -2.05762642e+01 
 3.16227766e+08 -2.44369750e+01 -2.05767774e+01 
 3.98107171e+08 -2.44369750e+01 -2.05775905e+01 
 5.01187234e+08 -2.44369750e+01 -2.05788789e+01 
 6.30957344e+08 -2.44369750e+01 -2.05809202e+01 
 7.94328235e+08 -2.44369750e+01 -2.05841534e+01 
 1.00000000e+09 -2.44369750e+01 -2.05892728e+01 
