 time            v(in1)          v(in2)          v(out)         
 1.04767607e-09  1.20000000e+00  0.00000000e+00  1.19997318e+00 
 1.05767607e-09  1.20000000e+00  0.00000000e+00  1.19997350e+00 
 1.06767607e-09  1.20000000e+00  0.00000000e+00  1.19997382e+00 
 1.07767607e-09  1.20000000e+00  0.00000000e+00  1.19997412e+00 
 1.08767607e-09  1.20000000e+00  0.00000000e+00  1.19997442e+00 
 1.09767607e-09  1.20000000e+00  0.00000000e+00  1.19997472e+00 
 1.10000000e-09  1.20000000e+00  0.00000000e+00  1.19997479e+00 
 1.10000262e-09  1.20000000e+00  3.14077265e-05  1.19998707e+00 
 1.10000785e-09  1.20000000e+00  9.42231794e-05  1.20001161e+00 
 1.10001832e-09  1.20000000e+00  2.19854085e-04  1.20006054e+00 
 1.10003926e-09  1.20000000e+00  4.71115897e-04  1.20015772e+00 
 1.10008114e-09  1.20000000e+00  9.73639520e-04  1.20034946e+00 
 1.10016489e-09  1.20000000e+00  1.97868677e-03  1.20072272e+00 
 1.10033240e-09  1.20000000e+00  3.98878126e-03  1.20143020e+00 
 1.10066741e-09  1.20000000e+00  8.00897025e-03  1.20270252e+00 
 1.10133745e-09  1.20000000e+00  1.60493482e-02  1.20476955e+00 
 1.10201580e-09  1.20000000e+00  2.41895885e-02  1.20634297e+00 
 1.10281316e-09  1.20000000e+00  3.37579403e-02  1.20771405e+00 
 1.10359134e-09  1.20000000e+00  4.30960723e-02  1.20869052e+00 
 1.10456137e-09  1.20000000e+00  5.47364600e-02  1.20956918e+00 
 1.10556052e-09  1.20000000e+00  6.67262976e-02  1.21020869e+00 
 1.10680204e-09  1.20000000e+00  8.16244905e-02  1.21077218e+00 
 1.10814664e-09  1.20000000e+00  9.77597059e-02  1.21121121e+00 
 1.10983665e-09  1.20000000e+00  1.18039859e-01  1.21163011e+00 
 1.11181966e-09  1.20000000e+00  1.41835919e-01  1.21203556e+00 
 1.11437035e-09  1.20000000e+00  1.72444230e-01  1.21251879e+00 
 1.11759520e-09  1.20000000e+00  2.11142379e-01  1.21314902e+00 
 1.12207497e-09  1.20000000e+00  2.64899690e-01  1.21414230e+00 
 1.12649852e-09  1.20000000e+00  3.17982230e-01  1.21531078e+00 
 1.12863179e-09  1.20000000e+00  3.43581445e-01  1.21596275e+00 
 1.13048032e-09  1.20000000e+00  3.65763782e-01  1.21658716e+00 
 1.13218326e-09  1.20000000e+00  3.86199147e-01  1.21721304e+00 
 1.13383567e-09  1.20000000e+00  4.06028024e-01  1.21787156e+00 
 1.13546816e-09  1.20000000e+00  4.25617937e-01  1.21857931e+00 
 1.13705308e-09  1.20000000e+00  4.44636910e-01  1.21932913e+00 
 1.13858766e-09  1.20000000e+00  4.63051894e-01  1.22011986e+00 
 1.14011062e-09  1.20000000e+00  4.81327400e-01  1.22097484e+00 
 1.14174415e-09  1.20000000e+00  5.00929799e-01  1.22197937e+00 
 1.14327376e-09  1.20000000e+00  5.19285115e-01  1.22301202e+00 
 1.14487041e-09  1.20000000e+00  5.38444880e-01  1.22419739e+00 
 1.14640971e-09  1.20000000e+00  5.56916566e-01  1.22545726e+00 
 1.14802564e-09  1.20000000e+00  5.76307631e-01  1.22692003e+00 
 1.14962265e-09  1.20000000e+00  5.95471801e-01  1.22852511e+00 
 1.15130651e-09  1.20000000e+00  6.15678146e-01  1.23041254e+00 
 1.15300371e-09  1.20000000e+00  6.36044548e-01  1.23254448e+00 
 1.15480693e-09  1.20000000e+00  6.57683111e-01  1.23509658e+00 
 1.15666772e-09  1.20000000e+00  6.80012663e-01  1.23808099e+00 
 1.15869482e-09  1.20000000e+00  7.04337830e-01  1.24179438e+00 
 1.15994640e-09  1.20000000e+00  7.19356835e-01  1.24437708e+00 
 1.16063596e-09  1.20000000e+00  7.27631466e-01  1.24592799e+00 
 1.16131413e-09  1.20000000e+00  7.35769603e-01  1.24754610e+00 
 1.16205290e-09  1.20000000e+00  7.44634764e-01  1.24935983e+00 
 1.16272431e-09  1.20000000e+00  7.52691729e-01  1.25094362e+00 
 1.16337287e-09  1.20000000e+00  7.60474435e-01  1.25226958e+00 
 1.16403374e-09  1.20000000e+00  7.68404877e-01  1.25325996e+00 
 1.16473907e-09  1.20000000e+00  7.76868870e-01  1.25375465e+00 
 1.16544534e-09  1.20000000e+00  7.85344032e-01  1.25353436e+00 
 1.16624448e-09  1.20000000e+00  7.94933820e-01  1.25229991e+00 
 1.16712711e-09  1.20000000e+00  8.05525306e-01  1.24963482e+00 
 1.16830194e-09  1.20000000e+00  8.19623223e-01  1.24392445e+00 
 1.16932604e-09  1.20000000e+00  8.31912470e-01  1.23697172e+00 
 1.17025735e-09  1.20000000e+00  8.43088210e-01  1.22913094e+00 
 1.17126137e-09  1.20000000e+00  8.55136424e-01  1.21916487e+00 
 1.17240778e-09  1.20000000e+00  8.68893396e-01  1.20600873e+00 
 1.17352759e-09  1.20000000e+00  8.82331036e-01  1.19147892e+00 
 1.17475341e-09  1.20000000e+00  8.97040939e-01  1.17385715e+00 
 1.17600471e-09  1.20000000e+00  9.12056527e-01  1.15420121e+00 
 1.17733198e-09  1.20000000e+00  9.27983761e-01  1.13170054e+00 
 1.17869388e-09  1.20000000e+00  9.44326558e-01  1.10702047e+00 
 1.18016988e-09  1.20000000e+00  9.62038611e-01  1.07862825e+00 
 1.18171903e-09  1.20000000e+00  9.80628301e-01  1.04716004e+00 
 1.18338913e-09  1.20000000e+00  1.00066960e+00  1.01149990e+00 
 1.18511626e-09  1.20000000e+00  1.02139508e+00  9.72909784e-01 
 1.18692120e-09  1.20000000e+00  1.04305442e+00  9.30910434e-01 
 1.18875583e-09  1.20000000e+00  1.06507000e+00  8.86664422e-01 
 1.19062992e-09  1.20000000e+00  1.08755906e+00  8.40051817e-01 
 1.19249787e-09  1.20000000e+00  1.10997439e+00  7.92379918e-01 
 1.19436038e-09  1.20000000e+00  1.13232450e+00  7.43866688e-01 
 1.19617327e-09  1.20000000e+00  1.15407921e+00  6.95941713e-01 
 1.19793320e-09  1.20000000e+00  1.17519841e+00  6.49004994e-01 
 1.19961191e-09  1.20000000e+00  1.19534286e+00  6.04121598e-01 
 1.20000000e-09  1.20000000e+00  1.20000000e+00  5.93755623e-01 
 1.20000165e-09  1.20000000e+00  1.20000000e+00  5.93704984e-01 
 1.20000494e-09  1.20000000e+00  1.20000000e+00  5.93603703e-01 
 1.20001152e-09  1.20000000e+00  1.20000000e+00  5.93401116e-01 
 1.20002469e-09  1.20000000e+00  1.20000000e+00  5.92995854e-01 
 1.20005103e-09  1.20000000e+00  1.20000000e+00  5.92184974e-01 
 1.20010371e-09  1.20000000e+00  1.20000000e+00  5.90561850e-01 
 1.20020907e-09  1.20000000e+00  1.20000000e+00  5.87310558e-01 
 1.20041978e-09  1.20000000e+00  1.20000000e+00  5.80790867e-01 
 1.20084121e-09  1.20000000e+00  1.20000000e+00  5.67704670e-01 
 1.20151926e-09  1.20000000e+00  1.20000000e+00  5.46608790e-01 
 1.20226483e-09  1.20000000e+00  1.20000000e+00  5.23480204e-01 
 1.20311170e-09  1.20000000e+00  1.20000000e+00  4.97480316e-01 
 1.20401087e-09  1.20000000e+00  1.20000000e+00  4.70357055e-01 
 1.20514762e-09  1.20000000e+00  1.20000000e+00  4.36965577e-01 
 1.20655962e-09  1.20000000e+00  1.20000000e+00  3.97174321e-01 
 1.20803315e-09  1.20000000e+00  1.20000000e+00  3.57931711e-01 
 1.20977482e-09  1.20000000e+00  1.20000000e+00  3.14864575e-01 
 1.21175569e-09  1.20000000e+00  1.20000000e+00  2.70469740e-01 
 1.21361556e-09  1.20000000e+00  1.20000000e+00  2.33260578e-01 
 1.21549628e-09  1.20000000e+00  1.20000000e+00  1.99914402e-01 
 1.21753142e-09  1.20000000e+00  1.20000000e+00  1.68410052e-01 
 1.22001969e-09  1.20000000e+00  1.20000000e+00  1.35800763e-01 
 1.22230256e-09  1.20000000e+00  1.20000000e+00  1.10995953e-01 
 1.22466295e-09  1.20000000e+00  1.20000000e+00  8.97859908e-02 
 1.22689991e-09  1.20000000e+00  1.20000000e+00  7.32521690e-02 
 1.22930546e-09  1.20000000e+00  1.20000000e+00  5.87159400e-02 
 1.23169987e-09  1.20000000e+00  1.20000000e+00  4.70273815e-02 
 1.23431064e-09  1.20000000e+00  1.20000000e+00  3.68520332e-02 
 1.23698269e-09  1.20000000e+00  1.20000000e+00  2.86734465e-02 
 1.23992092e-09  1.20000000e+00  1.20000000e+00  2.17269037e-02 
 1.24299952e-09  1.20000000e+00  1.20000000e+00  1.62272445e-02 
 1.24641889e-09  1.20000000e+00  1.20000000e+00  1.17177696e-02 
 1.25008431e-09  1.20000000e+00  1.20000000e+00  8.25433828e-03 
 1.25420687e-09  1.20000000e+00  1.20000000e+00  5.55547281e-03 
 1.25875397e-09  1.20000000e+00  1.20000000e+00  3.58354200e-03 
 1.26397204e-09  1.20000000e+00  1.20000000e+00  2.16017847e-03 
 1.26988452e-09  1.20000000e+00  1.20000000e+00  1.21267330e-03 
 1.27691031e-09  1.20000000e+00  1.20000000e+00  6.05519383e-04 
 1.28525422e-09  1.20000000e+00  1.20000000e+00  2.61598912e-04 
 1.29525422e-09  1.20000000e+00  1.20000000e+00  9.30213854e-05 
 1.30525422e-09  1.20000000e+00  1.20000000e+00  3.30910901e-05 
 1.31525422e-09  1.20000000e+00  1.20000000e+00  1.17775230e-05 
 1.32525422e-09  1.20000000e+00  1.20000000e+00  4.20300467e-06 
 1.33525422e-09  1.20000000e+00  1.20000000e+00  1.50645109e-06 
 1.34525422e-09  1.20000000e+00  1.20000000e+00  5.49894255e-07 
 1.35525422e-09  1.20000000e+00  1.20000000e+00  2.08003687e-07 
 1.36525422e-09  1.20000000e+00  1.20000000e+00  8.77295770e-08 
 1.37525422e-09  1.20000000e+00  1.20000000e+00  4.39869466e-08 
 1.38525422e-09  1.20000000e+00  1.20000000e+00  2.91598895e-08 
 1.39525422e-09  1.20000000e+00  1.20000000e+00  2.33432299e-08 
 1.40525422e-09  1.20000000e+00  1.20000000e+00  2.16817278e-08 
 1.41525422e-09  1.20000000e+00  1.20000000e+00  2.07866518e-08 
 1.42525422e-09  1.20000000e+00  1.20000000e+00  2.06958586e-08 
 1.43525422e-09  1.20000000e+00  1.20000000e+00  2.04934681e-08 
 1.44525422e-09  1.20000000e+00  1.20000000e+00  2.05486905e-08 
 1.45525422e-09  1.20000000e+00  1.20000000e+00  2.04732224e-08 
 1.46525422e-09  1.20000000e+00  1.20000000e+00  2.05174990e-08 
 1.47525422e-09  1.20000000e+00  1.20000000e+00  2.04800705e-08 
 1.48525422e-09  1.20000000e+00  1.20000000e+00  2.05065199e-08 
 1.49525422e-09  1.20000000e+00  1.20000000e+00  2.04861963e-08 
 1.50525422e-09  1.20000000e+00  1.20000000e+00  2.05011988e-08 
 1.51525422e-09  1.20000000e+00  1.20000000e+00  2.04899118e-08 
 1.52525422e-09  1.20000000e+00  1.20000000e+00  2.04983267e-08 
 1.53525422e-09  1.20000000e+00  1.20000000e+00  2.04920260e-08 
 1.54525422e-09  1.20000000e+00  1.20000000e+00  2.04967339e-08 
 1.55525422e-09  1.20000000e+00  1.20000000e+00  2.04932124e-08 
 1.56525422e-09  1.20000000e+00  1.20000000e+00  2.04958455e-08 
 1.57525422e-09  1.20000000e+00  1.20000000e+00  2.04938765e-08 
 1.58525422e-09  1.20000000e+00  1.20000000e+00  2.04953484e-08 
 1.59525422e-09  1.20000000e+00  1.20000000e+00  2.04942478e-08 
 1.60525422e-09  1.20000000e+00  1.20000000e+00  2.04950707e-08 
 1.61525422e-09  1.20000000e+00  1.20000000e+00  2.04944556e-08 
 1.62525422e-09  1.20000000e+00  1.20000000e+00  2.04949154e-08 
 1.63525422e-09  1.20000000e+00  1.20000000e+00  2.04945715e-08 
 1.64525422e-09  1.20000000e+00  1.20000000e+00  2.04948287e-08 
 1.65525422e-09  1.20000000e+00  1.20000000e+00  2.04946363e-08 
 1.66525422e-09  1.20000000e+00  1.20000000e+00  2.04947802e-08 
 1.67525422e-09  1.20000000e+00  1.20000000e+00  2.04946726e-08 
 1.68525422e-09  1.20000000e+00  1.20000000e+00  2.04947531e-08 
 1.69525422e-09  1.20000000e+00  1.20000000e+00  2.04946931e-08 
 1.70525422e-09  1.20000000e+00  1.20000000e+00  2.04947378e-08 
 1.71525422e-09  1.20000000e+00  1.20000000e+00  2.04947045e-08 
 1.72525422e-09  1.20000000e+00  1.20000000e+00  2.04947299e-08 
 1.73525422e-09  1.20000000e+00  1.20000000e+00  2.04947111e-08 
 1.74525422e-09  1.20000000e+00  1.20000000e+00  2.04947249e-08 
 1.75525422e-09  1.20000000e+00  1.20000000e+00  2.04947143e-08 
 1.76525422e-09  1.20000000e+00  1.20000000e+00  2.04947220e-08 
 1.77525422e-09  1.20000000e+00  1.20000000e+00  2.04947162e-08 
 1.78525422e-09  1.20000000e+00  1.20000000e+00  2.04947208e-08 
 1.79525422e-09  1.20000000e+00  1.20000000e+00  2.04947178e-08 
 1.80525422e-09  1.20000000e+00  1.20000000e+00  2.04947201e-08 
 1.81525422e-09  1.20000000e+00  1.20000000e+00  2.04947181e-08 
 1.82525422e-09  1.20000000e+00  1.20000000e+00  2.04947197e-08 
 1.83525422e-09  1.20000000e+00  1.20000000e+00  2.04947186e-08 
 1.84525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 1.85525422e-09  1.20000000e+00  1.20000000e+00  2.04947186e-08 
 1.86525422e-09  1.20000000e+00  1.20000000e+00  2.04947191e-08 
 1.87525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
