 time            v(in)           v(out)         
 1.09516308e-09  1.14195696e+00  6.88653719e-02 
 1.09566947e-09  1.14803368e+00  6.40026796e-02 
 1.09615469e-09  1.15385625e+00  5.98977587e-02 
 1.09665442e-09  1.15985302e+00  5.61761348e-02 
 1.09716102e-09  1.16593227e+00  5.28686127e-02 
 1.09768502e-09  1.17222029e+00  4.98820513e-02 
 1.09822775e-09  1.17873295e+00  4.71966468e-02 
 1.09879217e-09  1.18550599e+00  4.47862050e-02 
 1.09938102e-09  1.19257219e+00  4.26290909e-02 
 1.09999739e-09  1.19996873e+00  4.07047390e-02 
 1.10000000e-09  1.20000000e+00  4.06972745e-02 
 1.10000008e-09  1.20000000e+00  4.06962649e-02 
 1.10000023e-09  1.20000000e+00  4.06942458e-02 
 1.10000054e-09  1.20000000e+00  4.06902079e-02 
 1.10000115e-09  1.20000000e+00  4.06821333e-02 
 1.10000237e-09  1.20000000e+00  4.06659887e-02 
 1.10000482e-09  1.20000000e+00  4.06337181e-02 
 1.10000972e-09  1.20000000e+00  4.05692511e-02 
 1.10001953e-09  1.20000000e+00  4.04406136e-02 
 1.10003913e-09  1.20000000e+00  4.01845201e-02 
 1.10007833e-09  1.20000000e+00  3.96770256e-02 
 1.10015674e-09  1.20000000e+00  3.86805375e-02 
 1.10031355e-09  1.20000000e+00  3.67594687e-02 
 1.10062717e-09  1.20000000e+00  3.31889413e-02 
 1.10105671e-09  1.20000000e+00  2.88385575e-02 
 1.10145748e-09  1.20000000e+00  2.52860654e-02 
 1.10189944e-09  1.20000000e+00  2.18650462e-02 
 1.10231955e-09  1.20000000e+00  1.90380253e-02 
 1.10278689e-09  1.20000000e+00  1.63150406e-02 
 1.10324776e-09  1.20000000e+00  1.40080336e-02 
 1.10375541e-09  1.20000000e+00  1.18389815e-02 
 1.10426517e-09  1.20000000e+00  9.99668445e-03 
 1.10482294e-09  1.20000000e+00  8.30534933e-03 
 1.10539223e-09  1.20000000e+00  6.87244538e-03 
 1.10601379e-09  1.20000000e+00  5.58717147e-03 
 1.10665768e-09  1.20000000e+00  4.50770896e-03 
 1.10736148e-09  1.20000000e+00  3.56378722e-03 
 1.10810114e-09  1.20000000e+00  2.78332383e-03 
 1.10891326e-09  1.20000000e+00  2.12095488e-03 
 1.10977988e-09  1.20000000e+00  1.58646363e-03 
 1.11073933e-09  1.20000000e+00  1.14963910e-03 
 1.11178122e-09  1.20000000e+00  8.09855859e-04 
 1.11295015e-09  1.20000000e+00  5.46031915e-04 
 1.11424751e-09  1.20000000e+00  3.52063802e-04 
 1.11573323e-09  1.20000000e+00  2.12433561e-04 
 1.11743189e-09  1.20000000e+00  1.18765027e-04 
 1.11944112e-09  1.20000000e+00  5.92230888e-05 
 1.12184306e-09  1.20000000e+00  2.53877511e-05 
 1.12484281e-09  1.20000000e+00  8.47762276e-06 
 1.12871026e-09  1.20000000e+00  1.84000843e-06 
 1.13406174e-09  1.20000000e+00  1.10818525e-07 
 1.14209573e-09  1.20000000e+00 -1.01463695e-08 
 1.15209573e-09  1.20000000e+00  8.93432227e-09 
 1.16209573e-09  1.20000000e+00  4.17273198e-09 
 1.17209573e-09  1.20000000e+00  5.36098914e-09 
 1.18209573e-09  1.20000000e+00  5.06445907e-09 
 1.19209573e-09  1.20000000e+00  5.13845814e-09 
 1.20209573e-09  1.20000000e+00  5.11999169e-09 
 1.21209573e-09  1.20000000e+00  5.12459999e-09 
 1.22209573e-09  1.20000000e+00  5.12344995e-09 
 1.23209573e-09  1.20000000e+00  5.12373704e-09 
 1.24209573e-09  1.20000000e+00  5.12366552e-09 
 1.25209573e-09  1.20000000e+00  5.12368321e-09 
 1.26209573e-09  1.20000000e+00  5.12367891e-09 
 1.27209573e-09  1.20000000e+00  5.12368003e-09 
 1.28209573e-09  1.20000000e+00  5.12367969e-09 
 1.29209573e-09  1.20000000e+00  5.12367997e-09 
 1.30209573e-09  1.20000000e+00  5.12367958e-09 
 1.31209573e-09  1.20000000e+00  5.12367964e-09 
 1.32209573e-09  1.20000000e+00  5.12367991e-09 
 1.33209573e-09  1.20000000e+00  5.12367958e-09 
 1.34209573e-09  1.20000000e+00  5.12367958e-09 
 1.35209573e-09  1.20000000e+00  5.12367969e-09 
 1.36209573e-09  1.20000000e+00  5.12367991e-09 
 1.37209573e-09  1.20000000e+00  5.12367964e-09 
 1.38209573e-09  1.20000000e+00  5.12367980e-09 
 1.39209573e-09  1.20000000e+00  5.12367969e-09 
 1.40209573e-09  1.20000000e+00  5.12367986e-09 
 1.41209573e-09  1.20000000e+00  5.12367980e-09 
 1.42209573e-09  1.20000000e+00  5.12367980e-09 
 1.43209573e-09  1.20000000e+00  5.12367975e-09 
 1.44209573e-09  1.20000000e+00  5.12367969e-09 
 1.45209573e-09  1.20000000e+00  5.12367980e-09 
 1.46209573e-09  1.20000000e+00  5.12367980e-09 
 1.47209573e-09  1.20000000e+00  5.12367969e-09 
 1.48209573e-09  1.20000000e+00  5.12367980e-09 
 1.49209573e-09  1.20000000e+00  5.12367975e-09 
 1.50209573e-09  1.20000000e+00  5.12367969e-09 
 1.51209573e-09  1.20000000e+00  5.12367980e-09 
 1.52209573e-09  1.20000000e+00  5.12367980e-09 
 1.53209573e-09  1.20000000e+00  5.12367975e-09 
 1.54209573e-09  1.20000000e+00  5.12367969e-09 
 1.55209573e-09  1.20000000e+00  5.12367980e-09 
 1.56209573e-09  1.20000000e+00  5.12367980e-09 
 1.57209573e-09  1.20000000e+00  5.12367969e-09 
 1.58209573e-09  1.20000000e+00  5.12367980e-09 
 1.59209573e-09  1.20000000e+00  5.12367975e-09 
 1.60000000e-09  1.20000000e+00  5.12367972e-09 
 1.60000045e-09  1.19999455e+00 -4.68157696e-06 
 1.60000136e-09  1.19998364e+00 -1.40535596e-05 
 1.60000318e-09  1.19996183e+00 -3.27890167e-05 
 1.60000682e-09  1.19991820e+00 -7.02259211e-05 
 1.60001409e-09  1.19983095e+00 -1.44963901e-04 
 1.60002863e-09  1.19965645e+00 -2.93898224e-04 
 1.60005771e-09  1.19930744e+00 -5.89613645e-04 
 1.60011588e-09  1.19860943e+00 -1.17253710e-03 
 1.60023222e-09  1.19721340e+00 -2.30518073e-03 
 1.60046489e-09  1.19442135e+00 -4.44399003e-03 
 1.60084522e-09  1.18985734e+00 -7.60644639e-03 
 1.60126990e-09  1.18476125e+00 -1.06996514e-02 
 1.60170851e-09  1.17949792e+00 -1.34732502e-02 
 1.60215410e-09  1.17415080e+00 -1.59149208e-02 
 1.60262286e-09  1.16852565e+00 -1.81342079e-02 
 1.60311617e-09  1.16260598e+00 -2.01411474e-02 
 1.60363808e-09  1.15634302e+00 -2.19557563e-02 
 1.60418836e-09  1.14973974e+00 -2.35822988e-02 
 1.60477296e-09  1.14272444e+00 -2.50443817e-02 
 1.60539372e-09  1.13527537e+00 -2.63521568e-02 
 1.60605753e-09  1.12730962e+00 -2.75261188e-02 
 1.60676787e-09  1.11878552e+00 -2.85784093e-02 
 1.60753341e-09  1.10959910e+00 -2.95283577e-02 
 1.60836028e-09  1.09967662e+00 -3.03903652e-02 
 1.60926019e-09  1.08887772e+00 -3.11840595e-02 
 1.61024347e-09  1.07707840e+00 -3.19266333e-02 
 1.61132703e-09  1.06407561e+00 -3.26425350e-02 
 1.61249676e-09  1.05003884e+00 -3.33358897e-02 
 1.61387165e-09  1.03354024e+00 -3.40850274e-02 
 1.61543351e-09  1.01479791e+00 -3.48925485e-02 
 1.61712428e-09  9.94508632e-01 -3.57523016e-02 
 1.61908443e-09  9.70986854e-01 -3.67658552e-02 
 1.62128913e-09  9.44530490e-01 -3.79592459e-02 
 1.62385294e-09  9.13764727e-01 -3.94500369e-02 
 1.62678462e-09  8.78584614e-01 -4.13211279e-02 
 1.62841428e-09  8.59028612e-01 -4.24475516e-02 
 1.62963079e-09  8.44430511e-01 -4.33277250e-02 
 1.63069927e-09  8.31608763e-01 -4.41244978e-02 
 1.63168466e-09  8.19784091e-01 -4.48619370e-02 
 1.63282954e-09  8.06045511e-01 -4.57239467e-02 
 1.63366831e-09  7.95980249e-01 -4.63570038e-02 
 1.63426388e-09  7.88833487e-01 -4.67933093e-02 
 1.63505532e-09  7.79336142e-01 -4.73428856e-02 
 1.63592119e-09  7.68945775e-01 -4.78871930e-02 
 1.63675276e-09  7.58966904e-01 -4.83311458e-02 
 1.63754334e-09  7.49479926e-01 -4.86564368e-02 
 1.63829048e-09  7.40514183e-01 -4.88539009e-02 
 1.63905445e-09  7.31346637e-01 -4.89206919e-02 
 1.63979757e-09  7.22429198e-01 -4.88305143e-02 
 1.64055382e-09  7.13354172e-01 -4.85560052e-02 
 1.64129303e-09  7.04483657e-01 -4.80845424e-02 
 1.64204188e-09  6.95497418e-01 -4.73761854e-02 
 1.64277627e-09  6.86684796e-01 -4.64307488e-02 
 1.64351658e-09  6.77801063e-01 -4.52004991e-02 
 1.64424314e-09  6.69082274e-01 -4.36973449e-02 
 1.64497133e-09  6.60344041e-01 -4.18712807e-02 
 1.64568509e-09  6.51778970e-01 -3.97459084e-02 
 1.64639572e-09  6.43251359e-01 -3.72744828e-02 
 1.64709027e-09  6.34916715e-01 -3.44914002e-02 
 1.64777692e-09  6.26676967e-01 -3.13575426e-02 
 1.64844548e-09  6.18654269e-01 -2.79158907e-02 
 1.64910186e-09  6.10777620e-01 -2.41369669e-02 
 1.64973842e-09  6.03139007e-01 -2.00687345e-02 
 1.65035951e-09  5.95685829e-01 -1.56910170e-02 
 1.65095966e-09  5.88484052e-01 -1.10527654e-02 
 1.65154221e-09  5.81493443e-01 -6.14145051e-03 
 1.65210342e-09  5.74759000e-01 -1.00375726e-03 
 1.65264593e-09  5.68248814e-01  4.36735864e-03 
 1.65316709e-09  5.61994960e-01  9.91663487e-03 
 1.65352156e-09  5.57741310e-01  1.39258801e-02 
 1.65392649e-09  5.52882173e-01  1.87634979e-02 
 1.65430458e-09  5.48345098e-01  2.35314084e-02 
 1.65460957e-09  5.44685143e-01  2.75596493e-02 
 1.65495626e-09  5.40524914e-01  3.23541215e-02 
 1.65532399e-09  5.36112066e-01  3.77017410e-02 
 1.65581016e-09  5.30278026e-01  4.51998381e-02 
 1.65617695e-09  5.25876660e-01  5.12051543e-02 
 1.65656087e-09  5.21269615e-01  5.78315163e-02 
 1.65697993e-09  5.16240793e-01  6.54729081e-02 
 1.65733519e-09  5.11977681e-01  7.23040334e-02 
 1.65774604e-09  5.07047565e-01  8.06249737e-02 
 1.65818949e-09  5.01726174e-01  9.01286612e-02 
 1.65862618e-09  4.96485877e-01  1.00031687e-01 
 1.65902697e-09  4.91676315e-01  1.09608661e-01 
 1.65939182e-09  4.87298149e-01  1.18745841e-01 
 1.65981922e-09  4.82169362e-01  1.29967245e-01 
 1.66023510e-09  4.77178765e-01  1.41432931e-01 
 1.66067008e-09  4.71959093e-01  1.54013636e-01 
 1.66124924e-09  4.65009068e-01  1.71718074e-01 
 1.66178117e-09  4.58626016e-01  1.88947721e-01 
 1.66256501e-09  4.49219895e-01  2.16038924e-01 
 1.66338276e-09  4.39406901e-01  2.46479025e-01 
 1.66430761e-09  4.28308675e-01  2.83593347e-01 
 1.66526070e-09  4.16871558e-01  3.24835955e-01 
 1.66573338e-09  4.11199395e-01  3.46388500e-01 
 1.66634309e-09  4.03882920e-01  3.75264463e-01 
 1.66756250e-09  3.89249970e-01  4.36662723e-01 
 1.66795242e-09  3.84571017e-01  4.57278665e-01 
 1.66848513e-09  3.78178474e-01  4.86210477e-01 
 1.66905733e-09  3.71312012e-01  5.18286479e-01 
 1.66934792e-09  3.67824926e-01  5.34929514e-01 
 1.66971258e-09  3.63449038e-01  5.56155143e-01 
 1.67044189e-09  3.54697262e-01  5.99761852e-01 
 1.67074584e-09  3.51049938e-01  6.18346873e-01 
 1.67117157e-09  3.45941129e-01  6.44769171e-01 
 1.67162022e-09  3.40557395e-01  6.73104962e-01 
 1.67188060e-09  3.37432797e-01  6.89762317e-01 
 1.67214715e-09  3.34234245e-01  7.06948030e-01 
 1.67250656e-09  3.29921332e-01  7.30307939e-01 
 1.67287216e-09  3.25534130e-01  7.54267208e-01 
 1.67320590e-09  3.21529199e-01  7.76289890e-01 
 1.67345931e-09  3.18488230e-01  7.93078525e-01 
 1.67370678e-09  3.15518666e-01  8.09500555e-01 
 1.67399058e-09  3.12112985e-01  8.28344480e-01 
 1.67422275e-09  3.09326993e-01  8.43737223e-01 
 1.67446629e-09  3.06404527e-01  8.59832053e-01 
 1.67471629e-09  3.03404556e-01  8.76267518e-01 
 1.67495159e-09  3.00580869e-01  8.91622498e-01 
 1.67519005e-09  2.97719382e-01  9.07032609e-01 
 1.67545132e-09  2.94584190e-01  9.23696342e-01 
 1.67569236e-09  2.91691671e-01  9.38821836e-01 
 1.67594176e-09  2.88698932e-01  9.54172202e-01 
 1.67617907e-09  2.85851209e-01  9.68450323e-01 
 1.67641756e-09  2.82989221e-01  9.82430371e-01 
 1.67665051e-09  2.80193834e-01  9.95685032e-01 
 1.67689181e-09  2.77298224e-01  1.00895536e+00 
 1.67713376e-09  2.74394937e-01  1.02175125e+00 
 1.67738650e-09  2.71362019e-01  1.03453369e+00 
 1.67764696e-09  2.68236516e-01  1.04704521e+00 
 1.67793017e-09  2.64837978e-01  1.05985495e+00 
 1.67824235e-09  2.61091831e-01  1.07298894e+00 
 1.67855855e-09  2.57297342e-01  1.08519815e+00 
 1.67888536e-09  2.53375724e-01  1.09668703e+00 
 1.67922708e-09  2.49275042e-01  1.10750601e+00 
 1.67960335e-09  2.44759746e-01  1.11804528e+00 
 1.67983004e-09  2.42039461e-01  1.12374902e+00 
 1.68007530e-09  2.39096383e-01  1.12940748e+00 
 1.68032543e-09  2.36094881e-01  1.13465928e+00 
 1.68056087e-09  2.33269532e-01  1.13915621e+00 
 1.68080725e-09  2.30313012e-01  1.14343089e+00 
 1.68108882e-09  2.26934214e-01  1.14782264e+00 
 1.68134466e-09  2.23864046e-01  1.15139266e+00 
 1.68164389e-09  2.20273323e-01  1.15510568e+00 
 1.68192468e-09  2.16903809e-01  1.15818003e+00 
 1.68222155e-09  2.13341432e-01  1.16104518e+00 
 1.68251714e-09  2.09794372e-01  1.16354804e+00 
 1.68282866e-09  2.06056126e-01  1.16585245e+00 
 1.68314738e-09  2.02231437e-01  1.16789944e+00 
 1.68348316e-09  1.98202044e-01  1.16976055e+00 
