 frequency       frequency       onoise_spectrum inoise_spectrum
 5.49540874e+03  5.49540874e+03  7.38007117e-09  2.21195453e-07 
 5.75439937e+03  5.75439937e+03  7.21568232e-09  2.16268392e-07 
 6.02559586e+03  6.02559586e+03  7.05511744e-09  2.11455942e-07 
 6.30957344e+03  6.30957344e+03  6.89829126e-09  2.06755549e-07 
 6.60693448e+03  6.60693448e+03  6.74512049e-09  2.02164715e-07 
 6.91830971e+03  6.91830971e+03  6.59552377e-09  1.97681003e-07 
 7.24435960e+03  7.24435960e+03  6.44942162e-09  1.93302030e-07 
 7.58577575e+03  7.58577575e+03  6.30673640e-09  1.89025469e-07 
 7.94328235e+03  7.94328235e+03  6.16739227e-09  1.84849048e-07 
 8.31763771e+03  8.31763771e+03  6.03131517e-09  1.80770546e-07 
 8.70963590e+03  8.70963590e+03  5.89843272e-09  1.76787794e-07 
 9.12010839e+03  9.12010839e+03  5.76867426e-09  1.72898674e-07 
 9.54992586e+03  9.54992586e+03  5.64197074e-09  1.69101117e-07 
 1.00000000e+04  1.00000000e+04  5.51825473e-09  1.65393101e-07 
 1.04712855e+04  1.04712855e+04  5.39746036e-09  1.61772653e-07 
 1.09647820e+04  1.09647820e+04  5.27952330e-09  1.58237844e-07 
 1.14815362e+04  1.14815362e+04  5.16438070e-09  1.54786791e-07 
 1.20226443e+04  1.20226443e+04  5.05197120e-09  1.51417654e-07 
 1.25892541e+04  1.25892541e+04  4.94223483e-09  1.48128636e-07 
 1.31825674e+04  1.31825674e+04  4.83511304e-09  1.44917982e-07 
 1.38038426e+04  1.38038426e+04  4.73054864e-09  1.41783978e-07 
 1.44543977e+04  1.44543977e+04  4.62848576e-09  1.38724950e-07 
 1.51356125e+04  1.51356125e+04  4.52886983e-09  1.35739262e-07 
 1.58489319e+04  1.58489319e+04  4.43164755e-09  1.32825316e-07 
 1.65958691e+04  1.65958691e+04  4.33676686e-09  1.29981553e-07 
 1.73780083e+04  1.73780083e+04  4.24417692e-09  1.27206448e-07 
 1.81970086e+04  1.81970086e+04  4.15382804e-09  1.24498512e-07 
 1.90546072e+04  1.90546072e+04  4.06567172e-09  1.21856291e-07 
 1.99526231e+04  1.99526231e+04  3.97966054e-09  1.19278364e-07 
 2.08929613e+04  2.08929613e+04  3.89574821e-09  1.16763344e-07 
 2.18776162e+04  2.18776162e+04  3.81388950e-09  1.14309876e-07 
 2.29086765e+04  2.29086765e+04  3.73404021e-09  1.11916633e-07 
 2.39883292e+04  2.39883292e+04  3.65615718e-09  1.09582323e-07 
 2.51188643e+04  2.51188643e+04  3.58019823e-09  1.07305682e-07 
 2.63026799e+04  2.63026799e+04  3.50612213e-09  1.05085474e-07 
 2.75422870e+04  2.75422870e+04  3.43388862e-09  1.02920491e-07 
 2.88403150e+04  2.88403150e+04  3.36345833e-09  1.00809555e-07 
 3.01995172e+04  3.01995172e+04  3.29479281e-09  9.87515125e-08 
 3.16227766e+04  3.16227766e+04  3.22785447e-09  9.67452367e-08 
 3.31131121e+04  3.31131121e+04  3.16260654e-09  9.47896263e-08 
 3.46736850e+04  3.46736850e+04  3.09901312e-09  9.28836046e-08 
 3.63078055e+04  3.63078055e+04  3.03703908e-09  9.10261189e-08 
 3.80189396e+04  3.80189396e+04  2.97665007e-09  8.92161399e-08 
 3.98107171e+04  3.98107171e+04  2.91781251e-09  8.74526608e-08 
 4.16869383e+04  4.16869383e+04  2.86049354e-09  8.57346971e-08 
 4.36515832e+04  4.36515832e+04  2.80466104e-09  8.40612855e-08 
 4.57088190e+04  4.57088190e+04  2.75028355e-09  8.24314837e-08 
 4.78630092e+04  4.78630092e+04  2.69733031e-09  8.08443694e-08 
 5.01187234e+04  5.01187234e+04  2.64577119e-09  7.92990399e-08 
 5.24807460e+04  5.24807460e+04  2.59557672e-09  7.77946115e-08 
 5.49540874e+04  5.49540874e+04  2.54671802e-09  7.63302188e-08 
 5.75439937e+04  5.75439937e+04  2.49916681e-09  7.49050142e-08 
 6.02559586e+04  6.02559586e+04  2.45289540e-09  7.35181676e-08 
 6.30957344e+04  6.30957344e+04  2.40787663e-09  7.21688653e-08 
 6.60693448e+04  6.60693448e+04  2.36408389e-09  7.08563098e-08 
 6.91830971e+04  6.91830971e+04  2.32149111e-09  6.95797192e-08 
 7.24435960e+04  7.24435960e+04  2.28007270e-09  6.83383268e-08 
 7.58577575e+04  7.58577575e+04  2.23980357e-09  6.71313804e-08 
 7.94328235e+04  7.94328235e+04  2.20065907e-09  6.59581419e-08 
 8.31763771e+04  8.31763771e+04  2.16261506e-09  6.48178868e-08 
 8.70963590e+04  8.70963590e+04  2.12564778e-09  6.37099038e-08 
 9.12010839e+04  9.12010839e+04  2.08973393e-09  6.26334940e-08 
 9.54992586e+04  9.54992586e+04  2.05485060e-09  6.15879712e-08 
 1.00000000e+05  1.00000000e+05  2.02097529e-09  6.05726606e-08 
 1.04712855e+05  1.04712855e+05  1.98808588e-09  5.95868991e-08 
 1.09647820e+05  1.09647820e+05  1.95616059e-09  5.86300346e-08 
 1.14815362e+05  1.14815362e+05  1.92517802e-09  5.77014253e-08 
 1.20226443e+05  1.20226443e+05  1.89511712e-09  5.68004402e-08 
 1.25892541e+05  1.25892541e+05  1.86595716e-09  5.59264580e-08 
 1.31825674e+05  1.31825674e+05  1.83767773e-09  5.50788669e-08 
 1.38038426e+05  1.38038426e+05  1.81025873e-09  5.42570648e-08 
 1.44543977e+05  1.44543977e+05  1.78368037e-09  5.34604584e-08 
 1.51356125e+05  1.51356125e+05  1.75792315e-09  5.26884632e-08 
 1.58489319e+05  1.58489319e+05  1.73296786e-09  5.19405034e-08 
 1.65958691e+05  1.65958691e+05  1.70879557e-09  5.12160116e-08 
