 frequency       frequency       onoise_spectrum inoise_spectrum
 9.54992586e+00  9.54992586e+00  1.80321084e-11  1.55727138e-01 
 1.00000000e+01  1.00000000e+01  1.76295404e-11  1.52250519e-01 
 1.04712855e+01  1.04712855e+01  1.72363161e-11  1.48854594e-01 
 1.09647820e+01  1.09647820e+01  1.68522267e-11  1.45537559e-01 
 1.14815362e+01  1.14815362e+01  1.64770684e-11  1.42297653e-01 
 1.20226443e+01  1.20226443e+01  1.61106420e-11  1.39133157e-01 
 1.25892541e+01  1.25892541e+01  1.57527527e-11  1.36042389e-01 
 1.31825674e+01  1.31825674e+01  1.54032106e-11  1.33023707e-01 
 1.38038426e+01  1.38038426e+01  1.50618300e-11  1.30075509e-01 
 1.44543977e+01  1.44543977e+01  1.47284293e-11  1.27196227e-01 
 1.51356125e+01  1.51356125e+01  1.44028316e-11  1.24384331e-01 
 1.58489319e+01  1.58489319e+01  1.40848636e-11  1.21638327e-01 
 1.65958691e+01  1.65958691e+01  1.37743564e-11  1.18956755e-01 
 1.73780083e+01  1.73780083e+01  1.34711447e-11  1.16338188e-01 
 1.81970086e+01  1.81970086e+01  1.31750673e-11  1.13781233e-01 
 1.90546072e+01  1.90546072e+01  1.28859667e-11  1.11284530e-01 
 1.99526231e+01  1.99526231e+01  1.26036889e-11  1.08846750e-01 
 2.08929613e+01  2.08929613e+01  1.23280836e-11  1.06466595e-01 
 2.18776162e+01  2.18776162e+01  1.20590040e-11  1.04142796e-01 
 2.29086765e+01  2.29086765e+01  1.17963067e-11  1.01874115e-01 
 2.39883292e+01  2.39883292e+01  1.15398517e-11  9.96593427e-02 
 2.51188643e+01  2.51188643e+01  1.12895020e-11  9.74972970e-02 
 2.63026799e+01  2.63026799e+01  1.10451240e-11  9.53868241e-02 
 2.75422870e+01  2.75422870e+01  1.08065873e-11  9.33267965e-02 
 2.88403150e+01  2.88403150e+01  1.05737643e-11  9.13161134e-02 
 3.01995172e+01  3.01995172e+01  1.03465305e-11  8.93536992e-02 
 3.16227766e+01  3.16227766e+01  1.01247643e-11  8.74385034e-02 
 3.31131121e+01  3.31131121e+01  9.90834688e-12  8.55695001e-02 
 3.46736850e+01  3.46736850e+01  9.69716213e-12  8.37456869e-02 
 3.63078055e+01  3.63078055e+01  9.49109671e-12  8.19660848e-02 
 3.80189396e+01  3.80189396e+01  9.29003988e-12  8.02297374e-02 
 3.98107171e+01  3.98107171e+01  9.09388348e-12  7.85357106e-02 
 4.16869383e+01  4.16869383e+01  8.90252182e-12  7.68830917e-02 
 4.36515832e+01  4.36515832e+01  8.71585167e-12  7.52709892e-02 
 4.57088190e+01  4.57088190e+01  8.53377217e-12  7.36985319e-02 
 4.78630092e+01  4.78630092e+01  8.35618477e-12  7.21648689e-02 
 5.01187234e+01  5.01187234e+01  8.18299320e-12  7.06691687e-02 
 5.24807460e+01  5.24807460e+01  8.01410336e-12  6.92106187e-02 
 5.49540874e+01  5.49540874e+01  7.84942333e-12  6.77884251e-02 
 5.75439937e+01  5.75439937e+01  7.68886325e-12  6.64018118e-02 
 6.02559586e+01  6.02559586e+01  7.53233533e-12  6.50500206e-02 
 6.30957344e+01  6.30957344e+01  7.37975371e-12  6.37323101e-02 
 6.60693448e+01  6.60693448e+01  7.23103451e-12  6.24479558e-02 
 6.91830971e+01  6.91830971e+01  7.08609570e-12  6.11962493e-02 
 7.24435960e+01  7.24435960e+01  6.94485706e-12  5.99764980e-02 
 7.58577575e+01  7.58577575e+01  6.80724016e-12  5.87880243e-02 
 7.94328235e+01  7.94328235e+01  6.67316830e-12  5.76301660e-02 
 8.31763771e+01  8.31763771e+01  6.54256644e-12  5.65022749e-02 
 8.70963590e+01  8.70963590e+01  6.41536116e-12  5.54037171e-02 
 9.12010839e+01  9.12010839e+01  6.29148062e-12  5.43338721e-02 
 9.54992586e+01  9.54992586e+01  6.17085453e-12  5.32921328e-02 
 1.00000000e+02  1.00000000e+02  6.05341405e-12  5.22779048e-02 
 1.04712855e+02  1.04712855e+02  5.93909181e-12  5.12906061e-02 
 1.09647820e+02  1.09647820e+02  5.82782180e-12  5.03296669e-02 
 1.14815362e+02  1.14815362e+02  5.71953938e-12  4.93945289e-02 
 1.20226443e+02  1.20226443e+02  5.61418122e-12  4.84846450e-02 
 1.25892541e+02  1.25892541e+02  5.51168524e-12  4.75994791e-02 
 1.31825674e+02  1.31825674e+02  5.41199058e-12  4.67385058e-02 
 1.38038426e+02  1.38038426e+02  5.31503758e-12  4.59012098e-02 
 1.44543977e+02  1.44543977e+02  5.22076770e-12  4.50870854e-02 
 1.51356125e+02  1.51356125e+02  5.12912352e-12  4.42956369e-02 
 1.58489319e+02  1.58489319e+02  5.04004867e-12  4.35263773e-02 
 1.65958691e+02  1.65958691e+02  4.95348782e-12  4.27788290e-02 
 1.73780083e+02  1.73780083e+02  4.86938664e-12  4.20525226e-02 
 1.81970086e+02  1.81970086e+02  4.78769175e-12  4.13469971e-02 
 1.90546072e+02  1.90546072e+02  4.70835068e-12  4.06617995e-02 
 1.99526231e+02  1.99526231e+02  4.63131188e-12  3.99964845e-02 
 2.08929613e+02  2.08929613e+02  4.55652465e-12  3.93506143e-02 
 2.18776162e+02  2.18776162e+02  4.48393914e-12  3.87237584e-02 
 2.29086765e+02  2.29086765e+02  4.41350627e-12  3.81154929e-02 
 2.39883292e+02  2.39883292e+02  4.34517778e-12  3.75254011e-02 
 2.51188643e+02  2.51188643e+02  4.27890614e-12  3.69530724e-02 
 2.63026799e+02  2.63026799e+02  4.21464456e-12  3.63981028e-02 
 2.75422870e+02  2.75422870e+02  4.15234695e-12  3.58600943e-02 
 2.88403150e+02  2.88403150e+02  4.09196793e-12  3.53386548e-02 
 3.01995172e+02  3.01995172e+02  4.03346275e-12  3.48333981e-02 
 3.16227766e+02  3.16227766e+02  3.97678735e-12  3.43439435e-02 
 3.31131121e+02  3.31131121e+02  3.92189828e-12  3.38699159e-02 
 3.46736850e+02  3.46736850e+02  3.86875273e-12  3.34109454e-02 
 3.63078055e+02  3.63078055e+02  3.81730847e-12  3.29666676e-02 
 3.80189396e+02  3.80189396e+02  3.76752391e-12  3.25367230e-02 
 3.98107171e+02  3.98107171e+02  3.71935801e-12  3.21207573e-02 
 4.16869383e+02  4.16869383e+02  3.67277032e-12  3.17184212e-02 
 4.36515832e+02  4.36515832e+02  3.62772096e-12  3.13293703e-02 
 4.57088190e+02  4.57088190e+02  3.58417062e-12  3.09532652e-02 
 4.78630092e+02  4.78630092e+02  3.54208056e-12  3.05897711e-02 
 5.01187234e+02  5.01187234e+02  3.50141258e-12  3.02385583e-02 
 5.24807460e+02  5.24807460e+02  3.46212905e-12  2.98993017e-02 
 5.49540874e+02  5.49540874e+02  3.42419289e-12  2.95716811e-02 
 5.75439937e+02  5.75439937e+02  3.38756758e-12  2.92553812e-02 
 6.02559586e+02  6.02559586e+02  3.35221716e-12  2.89500912e-02 
 6.30957344e+02  6.30957344e+02  3.31810621e-12  2.86555056e-02 
 6.60693448e+02  6.60693448e+02  3.28519989e-12  2.83713233e-02 
 6.91830971e+02  6.91830971e+02  3.25346393e-12  2.80972482e-02 
 7.24435960e+02  7.24435960e+02  3.22286461e-12  2.78329894e-02 
 7.58577575e+02  7.58577575e+02  3.19336878e-12  2.75782604e-02 
 7.94328235e+02  7.94328235e+02  3.16494389e-12  2.73327801e-02 
 8.31763771e+02  8.31763771e+02  3.13755795e-12  2.70962723e-02 
 8.70963590e+02  8.70963590e+02  3.11117955e-12  2.68684658e-02 
 9.12010839e+02  9.12010839e+02  3.08577789e-12  2.66490944e-02 
 9.54992586e+02  9.54992586e+02  3.06132273e-12  2.64378972e-02 
 1.00000000e+03  1.00000000e+03  3.03778447e-12  2.62346183e-02 
 1.04712855e+03  1.04712855e+03  3.01513407e-12  2.60390071e-02 
 1.09647820e+03  1.09647820e+03  2.99334312e-12  2.58508182e-02 
 1.14815362e+03  1.14815362e+03  2.97238379e-12  2.56698113e-02 
 1.20226443e+03  1.20226443e+03  2.95222889e-12  2.54957515e-02 
 1.25892541e+03  1.25892541e+03  2.93285181e-12  2.53284091e-02 
 1.31825674e+03  1.31825674e+03  2.91422657e-12  2.51675596e-02 
 1.38038426e+03  1.38038426e+03  2.89632781e-12  2.50129841e-02 
 1.44543977e+03  1.44543977e+03  2.87913075e-12  2.48644685e-02 
 1.51356125e+03  1.51356125e+03  2.86261124e-12  2.47218043e-02 
 1.58489319e+03  1.58489319e+03  2.84674575e-12  2.45847883e-02 
 1.65958691e+03  1.65958691e+03  2.83151134e-12  2.44532224e-02 
 1.73780083e+03  1.73780083e+03  2.81688568e-12  2.43269137e-02 
 1.81970086e+03  1.81970086e+03  2.80284704e-12  2.42056746e-02 
 1.90546072e+03  1.90546072e+03  2.78937429e-12  2.40893225e-02 
 1.99526231e+03  1.99526231e+03  2.77644688e-12  2.39776801e-02 
 2.08929613e+03  2.08929613e+03  2.76404486e-12  2.38705750e-02 
 2.18776162e+03  2.18776162e+03  2.75214886e-12  2.37678399e-02 
 2.29086765e+03  2.29086765e+03  2.74074006e-12  2.36693123e-02 
 2.39883292e+03  2.39883292e+03  2.72980023e-12  2.35748348e-02 
 2.51188643e+03  2.51188643e+03  2.71931169e-12  2.34842548e-02 
 2.63026799e+03  2.63026799e+03  2.70925731e-12  2.33974241e-02 
 2.75422870e+03  2.75422870e+03  2.69962050e-12  2.33141996e-02 
 2.88403150e+03  2.88403150e+03  2.69038519e-12  2.32344425e-02 
 3.01995172e+03  3.01995172e+03  2.68153585e-12  2.31580186e-02 
 3.16227766e+03  3.16227766e+03  2.67305744e-12  2.30847983e-02 
 3.31131121e+03  3.31131121e+03  2.66493545e-12  2.30146559e-02 
 3.46736850e+03  3.46736850e+03  2.65715583e-12  2.29474703e-02 
 3.63078055e+03  3.63078055e+03  2.64970502e-12  2.28831244e-02 
 3.80189396e+03  3.80189396e+03  2.64256995e-12  2.28215052e-02 
 3.98107171e+03  3.98107171e+03  2.63573798e-12  2.27625036e-02 
 4.16869383e+03  4.16869383e+03  2.62919693e-12  2.27060144e-02 
 4.36515832e+03  4.36515832e+03  2.62293505e-12  2.26519361e-02 
 4.57088190e+03  4.57088190e+03  2.61694101e-12  2.26001710e-02 
 4.78630092e+03  4.78630092e+03  2.61120390e-12  2.25506247e-02 
 5.01187234e+03  5.01187234e+03  2.60571321e-12  2.25032066e-02 
 5.24807460e+03  5.24807460e+03  2.60045882e-12  2.24578291e-02 
 5.49540874e+03  5.49540874e+03  2.59543099e-12  2.24144083e-02 
 5.75439937e+03  5.75439937e+03  2.59062034e-12  2.23728630e-02 
 6.02559586e+03  6.02559586e+03  2.58601785e-12  2.23331154e-02 
 6.30957344e+03  6.30957344e+03  2.58161484e-12  2.22950906e-02 
 6.60693448e+03  6.60693448e+03  2.57740299e-12  2.22587166e-02 
 6.91830971e+03  6.91830971e+03  2.57337426e-12  2.22239241e-02 
 7.24435960e+03  7.24435960e+03  2.56952096e-12  2.21906466e-02 
 7.58577575e+03  7.58577575e+03  2.56583568e-12  2.21588201e-02 
 7.94328235e+03  7.94328235e+03  2.56231132e-12  2.21283834e-02 
 8.31763771e+03  8.31763771e+03  2.55894105e-12  2.20992774e-02 
 8.70963590e+03  8.70963590e+03  2.55571832e-12  2.20714456e-02 
 9.12010839e+03  9.12010839e+03  2.55263684e-12  2.20448336e-02 
 9.54992586e+03  9.54992586e+03  2.54969057e-12  2.20193893e-02 
 1.00000000e+04  1.00000000e+04  2.54687372e-12  2.19950627e-02 
 1.04712855e+04  1.04712855e+04  2.54418075e-12  2.19718059e-02 
 1.09647820e+04  1.09647820e+04  2.54160631e-12  2.19495728e-02 
 1.14815362e+04  1.14815362e+04  2.53914530e-12  2.19283193e-02 
 1.20226443e+04  1.20226443e+04  2.53679283e-12  2.19080031e-02 
 1.25892541e+04  1.25892541e+04  2.53454420e-12  2.18885837e-02 
 1.31825674e+04  1.31825674e+04  2.53239491e-12  2.18700222e-02 
 1.38038426e+04  1.38038426e+04  2.53034065e-12  2.18522814e-02 
 1.44543977e+04  1.44543977e+04  2.52837729e-12  2.18353256e-02 
 1.51356125e+04  1.51356125e+04  2.52650087e-12  2.18191207e-02 
 1.58489319e+04  1.58489319e+04  2.52470760e-12  2.18036338e-02 
 1.65958691e+04  1.65958691e+04  2.52299385e-12  2.17888337e-02 
 1.73780083e+04  1.73780083e+04  2.52135615e-12  2.17746903e-02 
 1.81970086e+04  1.81970086e+04  2.51979116e-12  2.17611749e-02 
 1.90546072e+04  1.90546072e+04  2.51829570e-12  2.17482600e-02 
 1.99526231e+04  1.99526231e+04  2.51686671e-12  2.17359191e-02 
 2.08929613e+04  2.08929613e+04  2.51550129e-12  2.17241272e-02 
 2.18776162e+04  2.18776162e+04  2.51419662e-12  2.17128599e-02 
 2.29086765e+04  2.29086765e+04  2.51295004e-12  2.17020944e-02 
 2.39883292e+04  2.39883292e+04  2.51175899e-12  2.16918083e-02 
 2.51188643e+04  2.51188643e+04  2.51062102e-12  2.16819807e-02 
 2.63026799e+04  2.63026799e+04  2.50953379e-12  2.16725912e-02 
 2.75422870e+04  2.75422870e+04  2.50849505e-12  2.16636206e-02 
 2.88403150e+04  2.88403150e+04  2.50750265e-12  2.16550502e-02 
 3.01995172e+04  3.01995172e+04  2.50655456e-12  2.16468623e-02 
 3.16227766e+04  3.16227766e+04  2.50564880e-12  2.16390401e-02 
 3.31131121e+04  3.31131121e+04  2.50478351e-12  2.16315673e-02 
 3.46736850e+04  3.46736850e+04  2.50395687e-12  2.16244284e-02 
 3.63078055e+04  3.63078055e+04  2.50316719e-12  2.16176087e-02 
 3.80189396e+04  3.80189396e+04  2.50241282e-12  2.16110938e-02 
 3.98107171e+04  3.98107171e+04  2.50169219e-12  2.16048703e-02 
 4.16869383e+04  4.16869383e+04  2.50100379e-12  2.15989253e-02 
 4.36515832e+04  4.36515832e+04  2.50034620e-12  2.15932463e-02 
 4.57088190e+04  4.57088190e+04  2.49971805e-12  2.15878215e-02 
 4.78630092e+04  4.78630092e+04  2.49911802e-12  2.15826396e-02 
 5.01187234e+04  5.01187234e+04  2.49854487e-12  2.15776898e-02 
 5.24807460e+04  5.24807460e+04  2.49799738e-12  2.15729617e-02 
 5.49540874e+04  5.49540874e+04  2.49747443e-12  2.15684454e-02 
 5.75439937e+04  5.75439937e+04  2.49697491e-12  2.15641315e-02 
 6.02559586e+04  6.02559586e+04  2.49649778e-12  2.15600109e-02 
 6.30957344e+04  6.30957344e+04  2.49604203e-12  2.15560751e-02 
 6.60693448e+04  6.60693448e+04  2.49560673e-12  2.15523157e-02 
 6.91830971e+04  6.91830971e+04  2.49519094e-12  2.15487249e-02 
 7.24435960e+04  7.24435960e+04  2.49479380e-12  2.15452952e-02 
 7.58577575e+04  7.58577575e+04  2.49441448e-12  2.15420193e-02 
 7.94328235e+04  7.94328235e+04  2.49405217e-12  2.15388904e-02 
 8.31763771e+04  8.31763771e+04  2.49370613e-12  2.15359019e-02 
 8.70963590e+04  8.70963590e+04  2.49337561e-12  2.15330475e-02 
 9.12010839e+04  9.12010839e+04  2.49305993e-12  2.15303213e-02 
 9.54992586e+04  9.54992586e+04  2.49275842e-12  2.15277174e-02 
 1.00000000e+05  1.00000000e+05  2.49247044e-12  2.15252304e-02 
 1.04712855e+05  1.04712855e+05  2.49219539e-12  2.15228551e-02 
 1.09647820e+05  1.09647820e+05  2.49193270e-12  2.15205864e-02 
 1.14815362e+05  1.14815362e+05  2.49168180e-12  2.15184196e-02 
 1.20226443e+05  1.20226443e+05  2.49144217e-12  2.15163502e-02 
 1.25892541e+05  1.25892541e+05  2.49121331e-12  2.15143737e-02 
 1.31825674e+05  1.31825674e+05  2.49099472e-12  2.15124860e-02 
 1.38038426e+05  1.38038426e+05  2.49078596e-12  2.15106831e-02 
 1.44543977e+05  1.44543977e+05  2.49058657e-12  2.15089612e-02 
 1.51356125e+05  1.51356125e+05  2.49039615e-12  2.15073166e-02 
 1.58489319e+05  1.58489319e+05  2.49021428e-12  2.15057460e-02 
 1.65958691e+05  1.65958691e+05  2.49004058e-12  2.15042459e-02 
 1.73780083e+05  1.73780083e+05  2.48987470e-12  2.15028133e-02 
 1.81970086e+05  1.81970086e+05  2.48971626e-12  2.15014450e-02 
 1.90546072e+05  1.90546072e+05  2.48956495e-12  2.15001383e-02 
 1.99526231e+05  1.99526231e+05  2.48942044e-12  2.14988903e-02 
 2.08929613e+05  2.08929613e+05  2.48928242e-12  2.14976984e-02 
 2.18776162e+05  2.18776162e+05  2.48915061e-12  2.14965601e-02 
 2.29086765e+05  2.29086765e+05  2.48902473e-12  2.14954729e-02 
 2.39883292e+05  2.39883292e+05  2.48890451e-12  2.14944346e-02 
 2.51188643e+05  2.51188643e+05  2.48878969e-12  2.14934431e-02 
 2.63026799e+05  2.63026799e+05  2.48868003e-12  2.14924961e-02 
 2.75422870e+05  2.75422870e+05  2.48857531e-12  2.14915916e-02 
 2.88403150e+05  2.88403150e+05  2.48847529e-12  2.14907279e-02 
 3.01995172e+05  3.01995172e+05  2.48837977e-12  2.14899030e-02 
 3.16227766e+05  3.16227766e+05  2.48828855e-12  2.14891152e-02 
 3.31131121e+05  3.31131121e+05  2.48820143e-12  2.14883628e-02 
 3.46736850e+05  3.46736850e+05  2.48811823e-12  2.14876443e-02 
 3.63078055e+05  3.63078055e+05  2.48803877e-12  2.14869580e-02 
 3.80189396e+05  3.80189396e+05  2.48796288e-12  2.14863027e-02 
 3.98107171e+05  3.98107171e+05  2.48789041e-12  2.14856768e-02 
 4.16869383e+05  4.16869383e+05  2.48782120e-12  2.14850791e-02 
 4.36515832e+05  4.36515832e+05  2.48775510e-12  2.14845082e-02 
 4.57088190e+05  4.57088190e+05  2.48769197e-12  2.14839631e-02 
 4.78630092e+05  4.78630092e+05  2.48763169e-12  2.14834424e-02 
 5.01187234e+05  5.01187234e+05  2.48757411e-12  2.14829452e-02 
 5.24807460e+05  5.24807460e+05  2.48751913e-12  2.14824704e-02 
 5.49540874e+05  5.49540874e+05  2.48746662e-12  2.14820169e-02 
 5.75439937e+05  5.75439937e+05  2.48741647e-12  2.14815838e-02 
 6.02559586e+05  6.02559586e+05  2.48736858e-12  2.14811702e-02 
 6.30957344e+05  6.30957344e+05  2.48732284e-12  2.14807752e-02 
 6.60693448e+05  6.60693448e+05  2.48727916e-12  2.14803980e-02 
 6.91830971e+05  6.91830971e+05  2.48723744e-12  2.14800377e-02 
 7.24435960e+05  7.24435960e+05  2.48719761e-12  2.14796937e-02 
 7.58577575e+05  7.58577575e+05  2.48715956e-12  2.14793651e-02 
 7.94328235e+05  7.94328235e+05  2.48712323e-12  2.14790513e-02 
 8.31763771e+05  8.31763771e+05  2.48708853e-12  2.14787517e-02 
 8.70963590e+05  8.70963590e+05  2.48705539e-12  2.14784655e-02 
 9.12010839e+05  9.12010839e+05  2.48702374e-12  2.14781922e-02 
 9.54992586e+05  9.54992586e+05  2.48699352e-12  2.14779312e-02 
 1.00000000e+06  1.00000000e+06  2.48696466e-12  2.14776819e-02 
