 time            v(g_pulse)      v(n1)          
 0.00000000e+00  0.00000000e+00  5.69882111e-01 
 1.00000000e-13  0.00000000e+00  5.69882111e-01 
 2.00000000e-13  0.00000000e+00  5.69882111e-01 
 4.00000000e-13  0.00000000e+00  5.69882111e-01 
 8.00000000e-13  0.00000000e+00  5.69882111e-01 
 1.60000000e-12  0.00000000e+00  5.69882111e-01 
 3.20000000e-12  0.00000000e+00  5.69882111e-01 
 6.40000000e-12  0.00000000e+00  5.69882111e-01 
 1.28000000e-11  0.00000000e+00  5.69882111e-01 
 2.28000000e-11  0.00000000e+00  5.69882111e-01 
 3.28000000e-11  0.00000000e+00  5.69882111e-01 
 4.28000000e-11  0.00000000e+00  5.69882111e-01 
 5.28000000e-11  0.00000000e+00  5.69882111e-01 
 6.28000000e-11  0.00000000e+00  5.69882111e-01 
 7.28000000e-11  0.00000000e+00  5.69882111e-01 
 8.28000000e-11  0.00000000e+00  5.69882111e-01 
 9.28000000e-11  0.00000000e+00  5.69882111e-01 
 1.00000000e-10  0.00000000e+00  5.69882111e-01 
 1.00000088e-10  1.06197266e-05  5.69882112e-01 
 1.00000265e-10  3.18591797e-05  5.69882112e-01 
 1.00000619e-10  7.43380859e-05  5.69882115e-01 
 1.00001327e-10  1.59295898e-04  5.69882127e-01 
 1.00002743e-10  3.29211523e-04  5.69882175e-01 
 1.00005575e-10  6.69042773e-04  5.69882374e-01 
 1.00011239e-10  1.34870527e-03  5.69883168e-01 
 1.00022567e-10  2.70803027e-03  5.69886304e-01 
 1.00045222e-10  5.42668027e-03  5.69898422e-01 
 1.00075011e-10  9.00132935e-03  5.69925288e-01 
 1.00107396e-10  1.28874629e-02  5.69967098e-01 
 1.00139547e-10  1.67456543e-02  5.70020039e-01 
 1.00173138e-10  2.07765943e-02  5.70085953e-01 
 1.00207391e-10  2.48869705e-02  5.70162863e-01 
 1.00243535e-10  2.92242292e-02  5.70253163e-01 
 1.00280650e-10  3.36779881e-02  5.70354255e-01 
 1.00319749e-10  3.83699194e-02  5.70468513e-01 
 1.00360124e-10  4.32149375e-02  5.70593509e-01 
 1.00402695e-10  4.83234468e-02  5.70731683e-01 
 1.00446917e-10  5.36300540e-02  5.70880874e-01 
 1.00493636e-10  5.92362634e-02  5.71043503e-01 
 1.00542457e-10  6.50948423e-02  5.71217769e-01 
 1.00594195e-10  7.13034567e-02  5.71406110e-01 
 1.00648610e-10  7.78332043e-02  5.71607171e-01 
 1.00706528e-10  8.47834050e-02  5.71823498e-01 
 1.00767878e-10  9.21454107e-02  5.72054287e-01 
 1.00833561e-10  1.00027327e-01  5.72302351e-01 
 1.00903714e-10  1.08445626e-01  5.72567601e-01 
 1.00979397e-10  1.17527682e-01  5.72853392e-01 
 1.01061043e-10  1.27325124e-01  5.73160639e-01 
 1.01150017e-10  1.38002071e-01  5.73493710e-01 
 1.01247217e-10  1.49666073e-01  5.73855103e-01 
 1.01354603e-10  1.62552411e-01  5.74251142e-01 
 1.01473961e-10  1.76875262e-01  5.74687301e-01 
 1.01608647e-10  1.93037674e-01  5.75174529e-01 
 1.01763099e-10  2.11571893e-01  5.75727168e-01 
 1.01947597e-10  2.33711654e-01  5.76379415e-01 
 1.02118631e-10  2.54235765e-01  5.76976886e-01 
 1.02329051e-10  2.79486160e-01  5.77701835e-01 
 1.02442092e-10  2.93051069e-01  5.78085675e-01 
 1.02544528e-10  3.05343413e-01  5.78430626e-01 
 1.02639724e-10  3.16766875e-01  5.78746494e-01 
 1.02749390e-10  3.29926763e-01  5.79102763e-01 
 1.02814180e-10  3.37701639e-01  5.79309512e-01 
 1.02902275e-10  3.48273029e-01  5.79585371e-01 
 1.02983888e-10  3.58066546e-01  5.79835132e-01 
 1.03069380e-10  3.68325587e-01  5.80090104e-01 
 1.03158548e-10  3.79025756e-01  5.80348353e-01 
 1.03246683e-10  3.89601990e-01  5.80596041e-01 
 1.03328861e-10  3.99463324e-01  5.80820551e-01 
 1.03422049e-10  4.10645870e-01  5.81068304e-01 
 1.03516566e-10  4.21987931e-01  5.81313051e-01 
 1.03630657e-10  4.35678897e-01  5.81600957e-01 
 1.03738593e-10  4.48631207e-01  5.81867240e-01 
 1.03814982e-10  4.57797842e-01  5.82052064e-01 
 1.03897852e-10  4.67742245e-01  5.82248850e-01 
 1.03998768e-10  4.79852133e-01  5.82483051e-01 
 1.04085641e-10  4.90276878e-01  5.82679142e-01 
 1.04174523e-10  5.00942724e-01  5.82873608e-01 
 1.04284518e-10  5.14142194e-01  5.83104821e-01 
 1.04357015e-10  5.22841795e-01  5.83249761e-01 
 1.04416415e-10  5.29969752e-01  5.83362793e-01 
 1.04477556e-10  5.37306770e-01  5.83474028e-01 
 1.04545983e-10  5.45517902e-01  5.83591798e-01 
 1.04622647e-10  5.54717609e-01  5.83714499e-01 
 1.04698776e-10  5.63853067e-01  5.83825947e-01 
 1.04851033e-10  5.82123984e-01  5.84014554e-01 
 1.04953140e-10  5.94376760e-01  5.84113555e-01 
 1.05066007e-10  6.07920864e-01  5.84194727e-01 
 1.05210972e-10  6.25316685e-01  5.84252682e-01 
 1.05337778e-10  6.40533390e-01  5.84257665e-01 
 1.05465852e-10  6.55902292e-01  5.84219232e-01 
 1.05601174e-10  6.72140833e-01  5.84128999e-01 
 1.05810078e-10  6.97209352e-01  5.83883629e-01 
 1.05994335e-10  7.19320200e-01  5.83557970e-01 
 1.06222285e-10  7.46674178e-01  5.83004559e-01 
 1.06416767e-10  7.70012013e-01  5.82400887e-01 
 1.06621485e-10  7.94578169e-01  5.81631764e-01 
 1.06891087e-10  8.26930421e-01  5.80405852e-01 
 1.07169691e-10  8.60362931e-01  5.78886333e-01 
 1.07463298e-10  8.95595712e-01  5.77000156e-01 
 1.07819906e-10  9.38388685e-01  5.74316225e-01 
 1.08183335e-10  9.82000244e-01  5.71152801e-01 
 1.08527692e-10  1.02332303e+00  5.67759595e-01 
 1.08933520e-10  1.07202242e+00  5.63281393e-01 
 1.09281057e-10  1.11372682e+00  5.59054234e-01 
 1.09715042e-10  1.16580502e+00  5.53292425e-01 
 1.10000000e-10  1.20000000e+00  5.49227271e-01 
 1.10001398e-10  1.20000000e+00  5.49206817e-01 
 1.10004194e-10  1.20000000e+00  5.49165848e-01 
 1.10009787e-10  1.20000000e+00  5.49083559e-01 
 1.10020972e-10  1.20000000e+00  5.48917601e-01 
 1.10043342e-10  1.20000000e+00  5.48580375e-01 
 1.10088083e-10  1.20000000e+00  5.47886268e-01 
 1.10145379e-10  1.20000000e+00  5.46963172e-01 
 1.10200844e-10  1.20000000e+00  5.46037970e-01 
 1.10259802e-10  1.20000000e+00  5.45025807e-01 
 1.10318389e-10  1.20000000e+00  5.43995346e-01 
 1.10381706e-10  1.20000000e+00  5.42858801e-01 
 1.10445705e-10  1.20000000e+00  5.41690149e-01 
 1.10514427e-10  1.20000000e+00  5.40417406e-01 
 1.10584521e-10  1.20000000e+00  5.39104184e-01 
 1.10659573e-10  1.20000000e+00  5.37685254e-01 
 1.10736834e-10  1.20000000e+00  5.36214306e-01 
 1.10819500e-10  1.20000000e+00  5.34632523e-01 
 1.10905342e-10  1.20000000e+00  5.32984564e-01 
 1.10997295e-10  1.20000000e+00  5.31216297e-01 
 1.11093611e-10  1.20000000e+00  5.29363598e-01 
 1.11197100e-10  1.20000000e+00  5.27374987e-01 
 1.11306502e-10  1.20000000e+00  5.25277372e-01 
 1.11424658e-10  1.20000000e+00  5.23019328e-01 
 1.11550862e-10  1.20000000e+00  5.20617696e-01 
 1.11688212e-10  1.20000000e+00  5.18017370e-01 
 1.11836731e-10  1.20000000e+00  5.15222329e-01 
 1.12000142e-10  1.20000000e+00  5.12167675e-01 
 1.12179592e-10  1.20000000e+00  5.08838222e-01 
 1.12380134e-10  1.20000000e+00  5.05147853e-01 
 1.12604940e-10  1.20000000e+00  5.01047847e-01 
 1.12861935e-10  1.20000000e+00  4.96406262e-01 
 1.13158588e-10  1.20000000e+00  4.91105231e-01 
 1.13509678e-10  1.20000000e+00  4.84904772e-01 
 1.13906464e-10  1.20000000e+00  4.77986239e-01 
 1.14322941e-10  1.20000000e+00  4.70819084e-01 
 1.14778855e-10  1.20000000e+00  4.63077265e-01 
 1.15271957e-10  1.20000000e+00  4.54819517e-01 
 1.15822149e-10  1.20000000e+00  4.45740813e-01 
 1.16424963e-10  1.20000000e+00  4.35951472e-01 
 1.17102437e-10  1.20000000e+00  4.25145870e-01 
 1.17633356e-10  1.20000000e+00  4.16817727e-01 
 1.18089194e-10  1.20000000e+00  4.09760494e-01 
 1.18566827e-10  1.20000000e+00  4.02457153e-01 
 1.18934047e-10  1.20000000e+00  3.96908743e-01 
 1.19335826e-10  1.20000000e+00  3.90902735e-01 
 1.19781188e-10  1.20000000e+00  3.84322704e-01 
 1.20605061e-10  1.20000000e+00  3.72363212e-01 
 1.20926347e-10  1.20000000e+00  3.67771544e-01 
 1.21366533e-10  1.20000000e+00  3.61548665e-01 
 1.22246906e-10  1.20000000e+00  3.49340352e-01 
 1.23067421e-10  1.20000000e+00  3.38251394e-01 
 1.23588970e-10  1.20000000e+00  3.31351290e-01 
 1.24096367e-10  1.20000000e+00  3.24752011e-01 
 1.24649881e-10  1.20000000e+00  3.17682892e-01 
 1.25160185e-10  1.20000000e+00  3.11288207e-01 
 1.25682037e-10  1.20000000e+00  3.04872976e-01 
 1.26241487e-10  1.20000000e+00  2.98136313e-01 
 1.26901170e-10  1.20000000e+00  2.90380986e-01 
 1.27519856e-10  1.20000000e+00  2.83293605e-01 
 1.28163463e-10  1.20000000e+00  2.76111812e-01 
 1.28837123e-10  1.20000000e+00  2.68802204e-01 
 1.29593293e-10  1.20000000e+00  2.60847686e-01 
 1.30380402e-10  1.20000000e+00  2.52845008e-01 
 1.31253629e-10  1.20000000e+00  2.44291356e-01 
 1.32179563e-10  1.20000000e+00  2.35585527e-01 
 1.33209968e-10  1.20000000e+00  2.26325211e-01 
 1.34304952e-10  1.20000000e+00  2.16961673e-01 
 1.35356539e-10  1.20000000e+00  2.08414874e-01 
 1.36405619e-10  1.20000000e+00  2.00306200e-01 
 1.37430523e-10  1.20000000e+00  1.92771185e-01 
 1.38466251e-10  1.20000000e+00  1.85528921e-01 
 1.39476761e-10  1.20000000e+00  1.78808812e-01 
 1.40448077e-10  1.20000000e+00  1.72657963e-01 
 1.41375484e-10  1.20000000e+00  1.67056038e-01 
 1.42260288e-10  1.20000000e+00  1.61948466e-01 
 1.43102813e-10  1.20000000e+00  1.57291995e-01 
 1.43906450e-10  1.20000000e+00  1.53031928e-01 
 1.44674260e-10  1.20000000e+00  1.49121664e-01 
 1.45411597e-10  1.20000000e+00  1.45508889e-01 
 1.46123612e-10  1.20000000e+00  1.42148398e-01 
 1.46817192e-10  1.20000000e+00  1.38992444e-01 
 1.47133204e-10  1.20000000e+00  1.37591369e-01 
 1.47576032e-10  1.20000000e+00  1.35665680e-01 
 1.47808143e-10  1.20000000e+00  1.34674711e-01 
 1.48056385e-10  1.20000000e+00  1.33628482e-01 
 1.48248687e-10  1.20000000e+00  1.32827233e-01 
 1.48515299e-10  1.20000000e+00  1.31729806e-01 
 1.48870059e-10  1.20000000e+00  1.30293178e-01 
 1.49236224e-10  1.20000000e+00  1.28838514e-01 
 1.49736962e-10  1.20000000e+00  1.26894577e-01 
 1.50154205e-10  1.20000000e+00  1.25314012e-01 
 1.50411989e-10  1.20000000e+00  1.24354897e-01 
 1.50609667e-10  1.20000000e+00  1.23628938e-01 
 1.50811995e-10  1.20000000e+00  1.22894402e-01 
 1.50927785e-10  1.20000000e+00  1.22477320e-01 
 1.51061564e-10  1.20000000e+00  1.21998762e-01 
 1.51200733e-10  1.20000000e+00  1.21504942e-01 
 1.51336114e-10  1.20000000e+00  1.21028212e-01 
 1.51499626e-10  1.20000000e+00  1.20457104e-01 
 1.51782480e-10  1.20000000e+00  1.19480933e-01 
 1.52058963e-10  1.20000000e+00  1.18541276e-01 
 1.52339973e-10  1.20000000e+00  1.17600859e-01 
 1.52775553e-10  1.20000000e+00  1.16171520e-01 
 1.53274429e-10  1.20000000e+00  1.14576025e-01 
 1.53583576e-10  1.20000000e+00  1.13609656e-01 
 1.53948057e-10  1.20000000e+00  1.12491684e-01 
 1.54254343e-10  1.20000000e+00  1.11569696e-01 
 1.54755576e-10  1.20000000e+00  1.10094574e-01 
 1.55223765e-10  1.20000000e+00  1.08754180e-01 
 1.55715590e-10  1.20000000e+00  1.07384089e-01 
 1.56190862e-10  1.20000000e+00  1.06095758e-01 
 1.56539912e-10  1.20000000e+00  1.05172188e-01 
 1.56895942e-10  1.20000000e+00  1.04249255e-01 
 1.57225845e-10  1.20000000e+00  1.03410779e-01 
 1.57644109e-10  1.20000000e+00  1.02370776e-01 
 1.58053329e-10  1.20000000e+00  1.01377784e-01 
 1.58524501e-10  1.20000000e+00  1.00264343e-01 
 1.58835401e-10  1.20000000e+00  9.95469553e-02 
 1.59066867e-10  1.20000000e+00  9.90214746e-02 
 1.59327292e-10  1.20000000e+00  9.84390389e-02 
 1.59591019e-10  1.20000000e+00  9.78587631e-02 
 1.59867312e-10  1.20000000e+00  9.72609381e-02 
 1.60127213e-10  1.20000000e+00  9.67079582e-02 
 1.60525899e-10  1.20000000e+00  9.58772941e-02 
 1.60814026e-10  1.20000000e+00  9.52901298e-02 
 1.61081969e-10  1.20000000e+00  9.47538233e-02 
 1.61433977e-10  1.20000000e+00  9.40633510e-02 
 1.61711615e-10  1.20000000e+00  9.35300551e-02 
 1.62019154e-10  1.20000000e+00  9.29508249e-02 
 1.62409214e-10  1.20000000e+00  9.22332969e-02 
 1.62788875e-10  1.20000000e+00  9.15532147e-02 
 1.63131377e-10  1.20000000e+00  9.09550719e-02 
 1.63573292e-10  1.20000000e+00  9.02047587e-02 
 1.63933570e-10  1.20000000e+00  8.96108119e-02 
 1.64305116e-10  1.20000000e+00  8.90148666e-02 
 1.64774401e-10  1.20000000e+00  8.82860634e-02 
 1.65212005e-10  1.20000000e+00  8.76303494e-02 
 1.65877214e-10  1.20000000e+00  8.66773826e-02 
 1.66603222e-10  1.20000000e+00  8.56970717e-02 
 1.67384659e-10  1.20000000e+00  8.47108880e-02 
 1.68097986e-10  1.20000000e+00  8.38725034e-02 
 1.68852596e-10  1.20000000e+00  8.30492986e-02 
 1.69677207e-10  1.20000000e+00  8.22240889e-02 
 1.70487844e-10  1.20000000e+00  8.14881672e-02 
 1.71373740e-10  1.20000000e+00  8.07690016e-02 
 1.72242741e-10  1.20000000e+00  8.01497438e-02 
 1.73052316e-10  1.20000000e+00  7.96496523e-02 
 1.73855981e-10  1.20000000e+00  7.92266371e-02 
 1.74634097e-10  1.20000000e+00  7.88869933e-02 
 1.75416244e-10  1.20000000e+00  7.86152103e-02 
 1.76194770e-10  1.20000000e+00  7.84143390e-02 
 1.76987422e-10  1.20000000e+00  7.82816025e-02 
 1.77793617e-10  1.20000000e+00  7.82213028e-02 
 1.78579922e-10  1.20000000e+00  7.82354519e-02 
 1.79322715e-10  1.20000000e+00  7.83153128e-02 
 1.80037901e-10  1.20000000e+00  7.84534889e-02 
 1.80382731e-10  1.20000000e+00  7.85416160e-02 
 1.80899866e-10  1.20000000e+00  7.86999192e-02 
 1.81172396e-10  1.20000000e+00  7.87959717e-02 
 1.81471053e-10  1.20000000e+00  7.89113870e-02 
 1.81669934e-10  1.20000000e+00  7.89941585e-02 
 1.81894065e-10  1.20000000e+00  7.90929815e-02 
 1.82107120e-10  1.20000000e+00  7.91923858e-02 
 1.82300218e-10  1.20000000e+00  7.92871489e-02 
 1.82552513e-10  1.20000000e+00  7.94176328e-02 
 1.82725087e-10  1.20000000e+00  7.95113499e-02 
 1.82903313e-10  1.20000000e+00  7.96117735e-02 
 1.83049787e-10  1.20000000e+00  7.96969619e-02 
 1.83196352e-10  1.20000000e+00  7.97847914e-02 
 1.83348729e-10  1.20000000e+00  7.98788529e-02 
 1.83617136e-10  1.20000000e+00  8.00512449e-02 
 1.83960415e-10  1.20000000e+00  8.02841305e-02 
 1.84193267e-10  1.20000000e+00  8.04498263e-02 
 1.84456104e-10  1.20000000e+00  8.06445870e-02 
 1.84682439e-10  1.20000000e+00  8.08188697e-02 
 1.85077695e-10  1.20000000e+00  8.11377877e-02 
 1.85421705e-10  1.20000000e+00  8.14301017e-02 
 1.85820903e-10  1.20000000e+00  8.17868044e-02 
 1.86442179e-10  1.20000000e+00  8.23789649e-02 
 1.86815593e-10  1.20000000e+00  8.27564795e-02 
 1.87239767e-10  1.20000000e+00  8.32052566e-02 
 1.87675871e-10  1.20000000e+00  8.36882269e-02 
 1.88092569e-10  1.20000000e+00  8.41707807e-02 
 1.88584814e-10  1.20000000e+00  8.47670987e-02 
 1.89276487e-10  1.20000000e+00  8.56531447e-02 
 1.89905380e-10  1.20000000e+00  8.65077865e-02 
 1.90650969e-10  1.20000000e+00  8.75819025e-02 
 1.91336134e-10  1.20000000e+00  8.86276021e-02 
 1.92043013e-10  1.20000000e+00  8.97656740e-02 
 1.92698607e-10  1.20000000e+00  9.08752461e-02 
 1.93392670e-10  1.20000000e+00  9.21068396e-02 
 1.94058732e-10  1.20000000e+00  9.33439005e-02 
 1.94774459e-10  1.20000000e+00  9.47333516e-02 
 1.95475183e-10  1.20000000e+00  9.61538202e-02 
 1.96223302e-10  1.20000000e+00  9.77355177e-02 
 1.96940783e-10  1.20000000e+00  9.93149149e-02 
 1.97688947e-10  1.20000000e+00  1.01025893e-01 
 1.98424451e-10  1.20000000e+00  1.02770288e-01 
 1.99190954e-10  1.20000000e+00  1.04652169e-01 
 1.99961819e-10  1.20000000e+00  1.06608401e-01 
 2.00770783e-10  1.20000000e+00  1.08727089e-01 
 2.01604888e-10  1.20000000e+00  1.10978657e-01 
 2.02395031e-10  1.20000000e+00  1.13170775e-01 
 2.03169929e-10  1.20000000e+00  1.15372928e-01 
 2.03914310e-10  1.20000000e+00  1.17533773e-01 
 2.04654232e-10  1.20000000e+00  1.19722439e-01 
 2.05383824e-10  1.20000000e+00  1.21917120e-01 
 2.06119054e-10  1.20000000e+00  1.24162241e-01 
 2.06858712e-10  1.20000000e+00  1.26451543e-01 
 2.07613486e-10  1.20000000e+00  1.28815964e-01 
 2.08385419e-10  1.20000000e+00  1.31260245e-01 
 2.09183374e-10  1.20000000e+00  1.33810968e-01 
 2.10012699e-10  1.20000000e+00  1.36483891e-01 
 2.10883718e-10  1.20000000e+00  1.39310879e-01 
 2.11807540e-10  1.20000000e+00  1.42326374e-01 
 2.12802353e-10  1.20000000e+00  1.45587591e-01 
 2.13896419e-10  1.20000000e+00  1.49183968e-01 
 2.15014315e-10  1.20000000e+00  1.52861864e-01 
 2.16174275e-10  1.20000000e+00  1.56673702e-01 
 2.17356319e-10  1.20000000e+00  1.60545709e-01 
 2.18590832e-10  1.20000000e+00  1.64568248e-01 
 2.19800911e-10  1.20000000e+00  1.68482813e-01 
 2.21015450e-10  1.20000000e+00  1.72376922e-01 
 2.22211681e-10  1.20000000e+00  1.76172406e-01 
 2.23396145e-10  1.20000000e+00  1.79886476e-01 
 2.24544257e-10  1.20000000e+00  1.83440529e-01 
 2.25693125e-10  1.20000000e+00  1.86947933e-01 
 2.26827999e-10  1.20000000e+00  1.90361441e-01 
 2.27976487e-10  1.20000000e+00  1.93761390e-01 
 2.29122298e-10  1.20000000e+00  1.97096426e-01 
 2.30286947e-10  1.20000000e+00  2.00425880e-01 
 2.31456154e-10  1.20000000e+00  2.03705336e-01 
 2.32647712e-10  1.20000000e+00  2.06980986e-01 
 2.33849673e-10  1.20000000e+00  2.10215981e-01 
 2.35076904e-10  1.20000000e+00  2.13446228e-01 
 2.36319639e-10  1.20000000e+00  2.16641636e-01 
 2.37590437e-10  1.20000000e+00  2.19830002e-01 
 2.38881498e-10  1.20000000e+00  2.22986990e-01 
 2.40203559e-10  1.20000000e+00  2.26133962e-01 
 2.41550556e-10  1.20000000e+00  2.29251326e-01 
 2.42931803e-10  1.20000000e+00  2.32355335e-01 
 2.44342764e-10  1.20000000e+00  2.35430221e-01 
 2.45791668e-10  1.20000000e+00  2.38488188e-01 
 2.47275334e-10  1.20000000e+00  2.41516507e-01 
 2.48801200e-10  1.20000000e+00  2.44524169e-01 
 2.50353541e-10  1.20000000e+00  2.47475140e-01 
 2.51920771e-10  1.20000000e+00  2.50345536e-01 
 2.52284228e-10  1.20000000e+00  2.50996217e-01 
 2.52629756e-10  1.20000000e+00  2.51610021e-01 
 2.53030801e-10  1.20000000e+00  2.52316146e-01 
 2.53832892e-10  1.20000000e+00  2.53707828e-01 
 2.54841300e-10  1.20000000e+00  2.55419873e-01 
 2.56378156e-10  1.20000000e+00  2.57949344e-01 
 2.58041983e-10  1.20000000e+00  2.60579929e-01 
 2.59702072e-10  1.20000000e+00  2.63096240e-01 
 2.61436424e-10  1.20000000e+00  2.65613486e-01 
 2.63143992e-10  1.20000000e+00  2.67984460e-01 
 2.64929640e-10  1.20000000e+00  2.70354292e-01 
 2.66707004e-10  1.20000000e+00  2.72606296e-01 
 2.68559866e-10  1.20000000e+00  2.74845253e-01 
 2.70416527e-10  1.20000000e+00  2.76982247e-01 
 2.72346182e-10  1.20000000e+00  2.79095325e-01 
 2.74291149e-10  1.20000000e+00  2.81118968e-01 
 2.76308780e-10  1.20000000e+00  2.83110990e-01 
 2.78352785e-10  1.20000000e+00  2.85023211e-01 
 2.80471054e-10  1.20000000e+00  2.86898314e-01 
 2.82626660e-10  1.20000000e+00  2.88700978e-01 
 2.84860068e-10  1.20000000e+00  2.90462661e-01 
 2.87142113e-10  1.20000000e+00  2.92157545e-01 
 2.89507528e-10  1.20000000e+00  2.93808772e-01 
 2.91933686e-10  1.20000000e+00  2.95397522e-01 
 2.94451019e-10  1.20000000e+00  2.96940784e-01 
 2.97042549e-10  1.20000000e+00  2.98424884e-01 
 2.99735656e-10  1.20000000e+00  2.99862258e-01 
 3.02518422e-10  1.20000000e+00  3.01243000e-01 
 3.05416328e-10  1.20000000e+00  3.02576181e-01 
 3.08422215e-10  1.20000000e+00  3.03854649e-01 
 3.09738819e-10  1.20000000e+00  3.04383418e-01 
 3.10000000e-10  1.20000000e+00  3.04486240e-01 
 3.10000195e-10  1.19997664e+00  3.04486316e-01 
 3.10000584e-10  1.19992993e+00  3.04486467e-01 
 3.10001362e-10  1.19983651e+00  3.04486761e-01 
 3.10002919e-10  1.19964966e+00  3.04487323e-01 
 3.10006034e-10  1.19927596e+00  3.04488340e-01 
 3.10012262e-10  1.19852857e+00  3.04489951e-01 
 3.10024718e-10  1.19703379e+00  3.04491521e-01 
 3.10049631e-10  1.19404422e+00  3.04488347e-01 
 3.10099458e-10  1.18806508e+00  3.04458919e-01 
 3.10156941e-10  1.18116704e+00  3.04391112e-01 
 3.10216284e-10  1.17404597e+00  3.04288937e-01 
 3.10275684e-10  1.16691796e+00  3.04159511e-01 
 3.10338003e-10  1.15943959e+00  3.03999903e-01 
 3.10402169e-10  1.15173969e+00  3.03815102e-01 
 3.10469755e-10  1.14362935e+00  3.03602959e-01 
 3.10539593e-10  1.13524885e+00  3.03369604e-01 
 3.10613120e-10  1.12642562e+00  3.03112999e-01 
 3.10689464e-10  1.11726430e+00  3.02839085e-01 
 3.10769970e-10  1.10760359e+00  3.02546252e-01 
 3.10853988e-10  1.09752143e+00  3.02240326e-01 
 3.10942807e-10  1.08686318e+00  3.01920486e-01 
 3.11036002e-10  1.07567976e+00  3.01592538e-01 
 3.11134871e-10  1.06381551e+00  3.01256763e-01 
 3.11239234e-10  1.05129187e+00  3.00919258e-01 
 3.11350473e-10  1.03794320e+00  3.00581887e-01 
 3.11468702e-10  1.02375582e+00  3.00251652e-01 
 3.11595483e-10  1.00854200e+00  2.99932844e-01 
 3.11731314e-10  9.92242310e-01  2.99638295e-01 
 3.11880414e-10  9.74350289e-01  2.99373378e-01 
 3.12037251e-10  9.55529910e-01  2.99158546e-01 
 3.12190478e-10  9.37142686e-01  2.99013792e-01 
 3.12391791e-10  9.12985111e-01  2.98924013e-01 
 3.12589788e-10  8.89225481e-01  2.98949085e-01 
 3.12831708e-10  8.60195087e-01  2.99135441e-01 
 3.13077288e-10  8.30725402e-01  2.99502835e-01 
 3.13374813e-10  7.95022458e-01  3.00193196e-01 
 3.13688850e-10  7.57338008e-01  3.01218362e-01 
 3.14032485e-10  7.16101832e-01  3.02693894e-01 
 3.14368251e-10  6.75809879e-01  3.04493918e-01 
 3.14788387e-10  6.25393528e-01  3.07237631e-01 
 3.15098029e-10  5.88236464e-01  3.09597737e-01 
 3.15344450e-10  5.58666049e-01  3.11669856e-01 
 3.15611169e-10  5.26659665e-01  3.14094521e-01 
 3.15693198e-10  5.16816193e-01  3.14873360e-01 
 3.15751009e-10  5.09878917e-01  3.15431236e-01 
 3.15808615e-10  5.02966158e-01  3.15996932e-01 
 3.15849898e-10  4.98012277e-01  3.16407388e-01 
 3.15894893e-10  4.92612861e-01  3.16859026e-01 
 3.15984883e-10  4.81814031e-01  3.17774977e-01 
 3.16164864e-10  4.60216370e-01  3.19655706e-01 
 3.16375583e-10  4.34929999e-01  3.21933008e-01 
 3.16593796e-10  4.08744513e-01  3.24360461e-01 
 3.16721071e-10  3.93471431e-01  3.25801302e-01 
 3.16795609e-10  3.84526948e-01  3.26651806e-01 
 3.16866924e-10  3.75969137e-01  3.27469262e-01 
 3.16962733e-10  3.64472021e-01  3.28571756e-01 
 3.17060554e-10  3.52733478e-01  3.29699901e-01 
 3.17137946e-10  3.43446529e-01  3.30592855e-01 
 3.17217834e-10  3.33859940e-01  3.31512940e-01 
 3.17295748e-10  3.24510256e-01  3.32406670e-01 
 3.17353851e-10  3.17537833e-01  3.33071008e-01 
 3.17408825e-10  3.10940954e-01  3.33696698e-01 
 3.17471057e-10  3.03473158e-01  3.34400689e-01 
 3.17509927e-10  2.98808808e-01  3.34838486e-01 
 3.17570303e-10  2.91563643e-01  3.35515829e-01 
 3.17641573e-10  2.83011185e-01  3.36311854e-01 
 3.17716685e-10  2.73997812e-01  3.37148219e-01 
 3.17796576e-10  2.64410879e-01  3.38037549e-01 
 3.17874844e-10  2.55018706e-01  3.38911645e-01 
 3.17937861e-10  2.47456639e-01  3.39619490e-01 
 3.17989377e-10  2.41274785e-01  3.40201637e-01 
 3.18026444e-10  2.36826665e-01  3.40621852e-01 
 3.18075636e-10  2.30923717e-01  3.41181092e-01 
 3.18110324e-10  2.26761128e-01  3.41577389e-01 
 3.18158773e-10  2.20947200e-01  3.42133694e-01 
 3.18190682e-10  2.17118134e-01  3.42501692e-01 
 3.18223291e-10  2.13205058e-01  3.42878426e-01 
 3.18258519e-10  2.08977720e-01  3.43286126e-01 
 3.18293620e-10  2.04765623e-01  3.43693413e-01 
 3.18340460e-10  1.99144799e-01  3.44238495e-01 
 3.18434140e-10  1.87903152e-01  3.45333379e-01 
 3.18473034e-10  1.83235913e-01  3.45789447e-01 
 3.18537901e-10  1.75451822e-01  3.46551533e-01 
 3.18613218e-10  1.66413802e-01  3.47438557e-01 
 3.18687299e-10  1.57524073e-01  3.48312921e-01 
 3.18762253e-10  1.48529641e-01  3.49198486e-01 
 3.18850336e-10  1.37959710e-01  3.50239951e-01 
 3.18933825e-10  1.27940964e-01  3.51227410e-01 
 3.19049734e-10  1.14031961e-01  3.52597332e-01 
 3.19120191e-10  1.05577044e-01  3.53430094e-01 
 3.19221086e-10  9.34696233e-02  3.54621964e-01 
 3.19422877e-10  6.92547815e-02  3.57001931e-01 
 3.19608151e-10  4.70218822e-02  3.59181262e-01 
 3.19754178e-10  2.94986643e-02  3.60894538e-01 
 3.19879387e-10  1.44735982e-02  3.62361533e-01 
 3.20000000e-10  0.00000000e+00  3.63771965e-01 
 3.20001575e-10  0.00000000e+00  3.63790410e-01 
