 time            v(in1)          v(in2)          v(out)         
 1.31341665e-10  3.76099984e-01  0.00000000e+00  2.05610795e-03 
 1.31673264e-10  3.80079173e-01  0.00000000e+00  2.04316597e-03 
 1.32285986e-10  3.87431829e-01  0.00000000e+00  2.01727585e-03 
 1.33039218e-10  3.96470615e-01  0.00000000e+00  1.98179998e-03 
 1.33616351e-10  4.03396218e-01  0.00000000e+00  1.95178776e-03 
 1.34272903e-10  4.11274841e-01  0.00000000e+00  1.91450639e-03 
 1.34898904e-10  4.18786846e-01  0.00000000e+00  1.87570554e-03 
 1.35542713e-10  4.26512560e-01  0.00000000e+00  1.83230562e-03 
 1.36235955e-10  4.34831463e-01  0.00000000e+00  1.78140003e-03 
 1.37082975e-10  4.44995700e-01  0.00000000e+00  1.71302202e-03 
 1.37864385e-10  4.54372625e-01  0.00000000e+00  1.64362076e-03 
 1.38690043e-10  4.64280511e-01  0.00000000e+00  1.56335836e-03 
 1.39489627e-10  4.73875529e-01  0.00000000e+00  1.47854811e-03 
 1.40325296e-10  4.83903547e-01  0.00000000e+00  1.38217345e-03 
 1.41137352e-10  4.93648226e-01  0.00000000e+00  1.28070597e-03 
 1.41981408e-10  5.03776890e-01  0.00000000e+00  1.16685419e-03 
 1.42811111e-10  5.13733330e-01  0.00000000e+00  1.04643209e-03 
 1.43670032e-10  5.24040384e-01  0.00000000e+00  9.12736768e-04 
 1.44520943e-10  5.34251320e-01  0.00000000e+00  7.71117575e-04 
 1.45396977e-10  5.44763721e-01  0.00000000e+00  6.15697875e-04 
 1.46268364e-10  5.55220363e-01  0.00000000e+00  4.51365001e-04 
 1.47158872e-10  5.65906466e-01  0.00000000e+00  2.73353854e-04 
 1.48044523e-10  5.76534276e-01  0.00000000e+00  8.61874604e-05 
 1.48491498e-10  5.81897974e-01  0.00000000e+00 -1.29862839e-05 
 1.48793760e-10  5.85525114e-01  0.00000000e+00 -8.58275367e-05 
 1.49040482e-10  5.88485787e-01  0.00000000e+00 -1.45956952e-04 
 1.49313121e-10  5.91757449e-01  0.00000000e+00 -2.13183780e-04 
 1.49858398e-10  5.98300775e-01  0.00000000e+00 -3.50256139e-04 
 1.50676758e-10  6.08121102e-01  0.00000000e+00 -5.62730064e-04 
 1.51390993e-10  6.16691921e-01  0.00000000e+00 -7.54968452e-04 
 1.52161951e-10  6.25943417e-01  0.00000000e+00 -9.69827419e-04 
 1.53009241e-10  6.36110889e-01  0.00000000e+00 -1.21497443e-03 
 1.53789369e-10  6.45472425e-01  0.00000000e+00 -1.44925017e-03 
 1.54624616e-10  6.55495395e-01  0.00000000e+00 -1.70947886e-03 
 1.55430931e-10  6.65171168e-01  0.00000000e+00 -1.97021751e-03 
 1.56230353e-10  6.74764240e-01  0.00000000e+00 -2.23830251e-03 
 1.57024047e-10  6.84288562e-01  0.00000000e+00 -2.51422122e-03 
 1.57828596e-10  6.93943156e-01  0.00000000e+00 -2.80413273e-03 
 1.58652113e-10  7.03825355e-01  0.00000000e+00 -3.11177783e-03 
 1.59515961e-10  7.14191530e-01  0.00000000e+00 -3.44649544e-03 
 1.60440911e-10  7.25290926e-01  0.00000000e+00 -3.81852990e-03 
 1.61290588e-10  7.35487051e-01  0.00000000e+00 -4.17256632e-03 
 1.62040484e-10  7.44485808e-01  0.00000000e+00 -4.49454715e-03 
 1.62704027e-10  7.52448329e-01  0.00000000e+00 -4.78666604e-03 
 1.63295598e-10  7.59547171e-01  0.00000000e+00 -5.05264245e-03 
 1.63814741e-10  7.65776889e-01  0.00000000e+00 -5.29031700e-03 
 1.64437214e-10  7.73246569e-01  0.00000000e+00 -5.58058714e-03 
 1.65138443e-10  7.81661319e-01  0.00000000e+00 -5.91430871e-03 
 1.65850471e-10  7.90205649e-01  0.00000000e+00 -6.26017708e-03 
 1.66744410e-10  8.00932914e-01  0.00000000e+00 -6.70408306e-03 
 1.67695466e-10  8.12345594e-01  0.00000000e+00 -7.18773395e-03 
 1.68478075e-10  8.21736896e-01  0.00000000e+00 -7.59415526e-03 
 1.69199773e-10  8.30397281e-01  0.00000000e+00 -7.97539519e-03 
 1.69982764e-10  8.39793163e-01  0.00000000e+00 -8.39572504e-03 
 1.70721640e-10  8.48659678e-01  0.00000000e+00 -8.79855208e-03 
 1.71430354e-10  8.57164251e-01  0.00000000e+00 -9.19034571e-03 
 1.72156581e-10  8.65878976e-01  0.00000000e+00 -9.59705172e-03 
 1.73112297e-10  8.77347569e-01  0.00000000e+00 -1.01398022e-02 
 1.74064419e-10  8.88773026e-01  0.00000000e+00 -1.06882987e-02 
 1.74813517e-10  8.97762199e-01  0.00000000e+00 -1.11247213e-02 
 1.75466896e-10  9.05602749e-01  0.00000000e+00 -1.15084502e-02 
 1.76041160e-10  9.12493922e-01  0.00000000e+00 -1.18477945e-02 
 1.76586693e-10  9.19040318e-01  0.00000000e+00 -1.21717738e-02 
 1.77181631e-10  9.26179576e-01  0.00000000e+00 -1.25267712e-02 
 1.77851141e-10  9.34213691e-01  0.00000000e+00 -1.29282676e-02 
 1.78803152e-10  9.45637823e-01  0.00000000e+00 -1.35025646e-02 
 1.79616323e-10  9.55395875e-01  0.00000000e+00 -1.39959979e-02 
 1.80344842e-10  9.64138104e-01  0.00000000e+00 -1.44401439e-02 
 1.81070069e-10  9.72840830e-01  0.00000000e+00 -1.48842596e-02 
 1.81967731e-10  9.83612778e-01  0.00000000e+00 -1.54369539e-02 
 1.83013666e-10  9.96163996e-01  0.00000000e+00 -1.60852492e-02 
 1.84500105e-10  1.01400126e+00  0.00000000e+00 -1.70142805e-02 
 1.85867220e-10  1.03040663e+00  0.00000000e+00 -1.78762032e-02 
 1.87148150e-10  1.04577781e+00  0.00000000e+00 -1.86889869e-02 
 1.88377610e-10  1.06053133e+00  0.00000000e+00 -1.94721407e-02 
 1.89189449e-10  1.07027339e+00  0.00000000e+00 -1.99902764e-02 
 1.89786059e-10  1.07743271e+00  0.00000000e+00 -2.03711960e-02 
 1.90433503e-10  1.08520203e+00  0.00000000e+00 -2.07841213e-02 
 1.91079029e-10  1.09294835e+00  0.00000000e+00 -2.11948937e-02 
 1.91564001e-10  1.09876801e+00  0.00000000e+00 -2.15028398e-02 
 1.91948943e-10  1.10338731e+00  0.00000000e+00 -2.17468587e-02 
 1.92542182e-10  1.11050618e+00  0.00000000e+00 -2.21219580e-02 
 1.93082706e-10  1.11699247e+00  0.00000000e+00 -2.24625321e-02 
 1.93584086e-10  1.12300903e+00  0.00000000e+00 -2.27772448e-02 
 1.94101426e-10  1.12921711e+00  0.00000000e+00 -2.31005223e-02 
 1.94657192e-10  1.13588631e+00  0.00000000e+00 -2.34458460e-02 
 1.95178338e-10  1.14214006e+00  0.00000000e+00 -2.37673276e-02 
 1.95674124e-10  1.14808949e+00  0.00000000e+00 -2.40703647e-02 
 1.96237471e-10  1.15484965e+00  0.00000000e+00 -2.44101475e-02 
 1.96811456e-10  1.16173747e+00  0.00000000e+00 -2.47495673e-02 
 1.97493649e-10  1.16992379e+00  0.00000000e+00 -2.51404881e-02 
 1.98329493e-10  1.17995392e+00  0.00000000e+00 -2.55933077e-02 
 1.98992883e-10  1.18791459e+00  0.00000000e+00 -2.59252380e-02 
 1.99345503e-10  1.19214603e+00  0.00000000e+00 -2.60890659e-02 
 1.99708571e-10  1.19650286e+00  0.00000000e+00 -2.62469801e-02 
 2.00000000e-10  1.20000000e+00  0.00000000e+00 -2.63651050e-02 
 2.00006672e-10  1.20000000e+00  0.00000000e+00 -2.63677046e-02 
 2.00020017e-10  1.20000000e+00  0.00000000e+00 -2.63728962e-02 
 2.00046707e-10  1.20000000e+00  0.00000000e+00 -2.63832345e-02 
 2.00100086e-10  1.20000000e+00  0.00000000e+00 -2.64037525e-02 
 2.00176508e-10  1.20000000e+00  0.00000000e+00 -2.64328278e-02 
 2.00289938e-10  1.20000000e+00  0.00000000e+00 -2.64755053e-02 
 2.00423455e-10  1.20000000e+00  0.00000000e+00 -2.65251871e-02 
 2.00561903e-10  1.20000000e+00  0.00000000e+00 -2.65761126e-02 
 2.00705629e-10  1.20000000e+00  0.00000000e+00 -2.66282263e-02 
 2.00851901e-10  1.20000000e+00  0.00000000e+00 -2.66802527e-02 
 2.01008416e-10  1.20000000e+00  0.00000000e+00 -2.67344533e-02 
 2.01169394e-10  1.20000000e+00  0.00000000e+00 -2.67882018e-02 
 2.01340681e-10  1.20000000e+00  0.00000000e+00 -2.68426746e-02 
 2.01517841e-10  1.20000000e+00  0.00000000e+00 -2.68955383e-02 
 2.01706449e-10  1.20000000e+00  0.00000000e+00 -2.69473502e-02 
 2.01902934e-10  1.20000000e+00  0.00000000e+00 -2.69958248e-02 
 2.02112507e-10  1.20000000e+00  0.00000000e+00 -2.70406978e-02 
 2.02332432e-10  1.20000000e+00  0.00000000e+00 -2.70795461e-02 
 2.02567824e-10  1.20000000e+00  0.00000000e+00 -2.71110724e-02 
 2.02816842e-10  1.20000000e+00  0.00000000e+00 -2.71323780e-02 
 2.03084790e-10  1.20000000e+00  0.00000000e+00 -2.71406846e-02 
 2.03370880e-10  1.20000000e+00  0.00000000e+00 -2.71319905e-02 
 2.03681030e-10  1.20000000e+00  0.00000000e+00 -2.71011555e-02 
 2.04015861e-10  1.20000000e+00  0.00000000e+00 -2.70418580e-02 
 2.04382598e-10  1.20000000e+00  0.00000000e+00 -2.69446406e-02 
 2.04776599e-10  1.20000000e+00  0.00000000e+00 -2.68014441e-02 
 2.05230629e-10  1.20000000e+00  0.00000000e+00 -2.65852949e-02 
 2.05737733e-10  1.20000000e+00  0.00000000e+00 -2.62771163e-02 
 2.06295637e-10  1.20000000e+00  0.00000000e+00 -2.58543126e-02 
 2.06940699e-10  1.20000000e+00  0.00000000e+00 -2.52530792e-02 
 2.07685915e-10  1.20000000e+00  0.00000000e+00 -2.44045331e-02 
 2.08557561e-10  1.20000000e+00  0.00000000e+00 -2.31970669e-02 
 2.09508063e-10  1.20000000e+00  0.00000000e+00 -2.16090872e-02 
 2.10598980e-10  1.20000000e+00  0.00000000e+00 -1.94271366e-02 
 2.11713318e-10  1.20000000e+00  0.00000000e+00 -1.67885217e-02 
 2.12838193e-10  1.20000000e+00  0.00000000e+00 -1.36882471e-02 
 2.13896561e-10  1.20000000e+00  0.00000000e+00 -1.03529394e-02 
 2.14906842e-10  1.20000000e+00  0.00000000e+00 -6.77204657e-03 
 2.15847711e-10  1.20000000e+00  0.00000000e+00 -3.07000980e-03 
 2.16066739e-10  1.20000000e+00  0.00000000e+00 -2.15559048e-03 
 2.16504795e-10  1.20000000e+00  0.00000000e+00 -2.64683769e-04 
 2.16568685e-10  1.20000000e+00  0.00000000e+00  1.80835242e-05 
 2.16610138e-10  1.20000000e+00  0.00000000e+00  1.93597477e-04 
 2.16634232e-10  1.20000000e+00  0.00000000e+00  2.95747123e-04 
 2.16665867e-10  1.20000000e+00  0.00000000e+00  4.30628308e-04 
 2.16729138e-10  1.20000000e+00  0.00000000e+00  7.02184691e-04 
 2.16855192e-10  1.20000000e+00  0.00000000e+00  1.24999783e-03 
 2.17079085e-10  1.20000000e+00  0.00000000e+00  2.24698443e-03 
 2.17310262e-10  1.20000000e+00  0.00000000e+00  3.30863417e-03 
 2.17674373e-10  1.20000000e+00  0.00000000e+00  5.04424376e-03 
 2.18035513e-10  1.20000000e+00  0.00000000e+00  6.84389199e-03 
 2.18489396e-10  1.20000000e+00  0.00000000e+00  9.22100602e-03 
 2.18982212e-10  1.20000000e+00  0.00000000e+00  1.19561768e-02 
 2.19518431e-10  1.20000000e+00  0.00000000e+00  1.51272645e-02 
 2.20002666e-10  1.20000000e+00  0.00000000e+00  1.81765127e-02 
 2.20525567e-10  1.20000000e+00  0.00000000e+00  2.16766262e-02 
 2.21118618e-10  1.20000000e+00  0.00000000e+00  2.59136925e-02 
 2.21626554e-10  1.20000000e+00  0.00000000e+00  2.97620901e-02 
 2.22004445e-10  1.20000000e+00  0.00000000e+00  3.27546744e-02 
 2.22302462e-10  1.20000000e+00  0.00000000e+00  3.51963043e-02 
 2.22659577e-10  1.20000000e+00  0.00000000e+00  3.82134812e-02 
 2.23102354e-10  1.20000000e+00  0.00000000e+00  4.20848426e-02 
 2.23535703e-10  1.20000000e+00  0.00000000e+00  4.60088632e-02 
 2.24037743e-10  1.20000000e+00  0.00000000e+00  5.07164362e-02 
 2.24549797e-10  1.20000000e+00  0.00000000e+00  5.56910465e-02 
 2.25131005e-10  1.20000000e+00  0.00000000e+00  6.15430742e-02 
 2.25785202e-10  1.20000000e+00  0.00000000e+00  6.83839917e-02 
 2.26520791e-10  1.20000000e+00  0.00000000e+00  7.63877942e-02 
 2.27251772e-10  1.20000000e+00  0.00000000e+00  8.46589229e-02 
 2.28020953e-10  1.20000000e+00  0.00000000e+00  9.36938356e-02 
 2.28748653e-10  1.20000000e+00  0.00000000e+00  1.02545768e-01 
 2.29460540e-10  1.20000000e+00  0.00000000e+00  1.11483576e-01 
 2.30157595e-10  1.20000000e+00  0.00000000e+00  1.20494660e-01 
 2.30884049e-10  1.20000000e+00  0.00000000e+00  1.30151509e-01 
 2.31635250e-10  1.20000000e+00  0.00000000e+00  1.40414519e-01 
 2.32429206e-10  1.20000000e+00  0.00000000e+00  1.51558663e-01 
