 frequency       vdb(in)         vdb(out)       
 1.00000000e+02 -2.44369750e+01 -8.79044578e+00 
 1.25892541e+02 -2.44369750e+01 -8.79044578e+00 
 1.58489319e+02 -2.44369750e+01 -8.79044578e+00 
 1.99526231e+02 -2.44369750e+01 -8.79044578e+00 
 2.51188643e+02 -2.44369750e+01 -8.79044578e+00 
 3.16227766e+02 -2.44369750e+01 -8.79044578e+00 
 3.98107171e+02 -2.44369750e+01 -8.79044578e+00 
 5.01187234e+02 -2.44369750e+01 -8.79044578e+00 
 6.30957344e+02 -2.44369750e+01 -8.79044578e+00 
 7.94328235e+02 -2.44369750e+01 -8.79044578e+00 
 1.00000000e+03 -2.44369750e+01 -8.79044578e+00 
 1.25892541e+03 -2.44369750e+01 -8.79044578e+00 
 1.58489319e+03 -2.44369750e+01 -8.79044578e+00 
 1.99526231e+03 -2.44369750e+01 -8.79044578e+00 
 2.51188643e+03 -2.44369750e+01 -8.79044578e+00 
 3.16227766e+03 -2.44369750e+01 -8.79044578e+00 
 3.98107171e+03 -2.44369750e+01 -8.79044578e+00 
 5.01187234e+03 -2.44369750e+01 -8.79044578e+00 
 6.30957344e+03 -2.44369750e+01 -8.79044578e+00 
 7.94328235e+03 -2.44369750e+01 -8.79044578e+00 
 1.00000000e+04 -2.44369750e+01 -8.79044578e+00 
 1.25892541e+04 -2.44369750e+01 -8.79044578e+00 
 1.58489319e+04 -2.44369750e+01 -8.79044578e+00 
 1.99526231e+04 -2.44369750e+01 -8.79044578e+00 
 2.51188643e+04 -2.44369750e+01 -8.79044578e+00 
 3.16227766e+04 -2.44369750e+01 -8.79044578e+00 
 3.98107171e+04 -2.44369750e+01 -8.79044578e+00 
 5.01187234e+04 -2.44369750e+01 -8.79044578e+00 
 6.30957344e+04 -2.44369750e+01 -8.79044578e+00 
 7.94328235e+04 -2.44369750e+01 -8.79044578e+00 
 1.00000000e+05 -2.44369750e+01 -8.79044578e+00 
 1.25892541e+05 -2.44369750e+01 -8.79044578e+00 
 1.58489319e+05 -2.44369750e+01 -8.79044578e+00 
 1.99526231e+05 -2.44369750e+01 -8.79044578e+00 
 2.51188643e+05 -2.44369750e+01 -8.79044578e+00 
 3.16227766e+05 -2.44369750e+01 -8.79044578e+00 
 3.98107171e+05 -2.44369750e+01 -8.79044578e+00 
 5.01187234e+05 -2.44369750e+01 -8.79044579e+00 
 6.30957344e+05 -2.44369750e+01 -8.79044579e+00 
 7.94328235e+05 -2.44369750e+01 -8.79044580e+00 
 1.00000000e+06 -2.44369750e+01 -8.79044582e+00 
 1.25892541e+06 -2.44369750e+01 -8.79044584e+00 
 1.58489319e+06 -2.44369750e+01 -8.79044588e+00 
 1.99526231e+06 -2.44369750e+01 -8.79044595e+00 
 2.51188643e+06 -2.44369750e+01 -8.79044605e+00 
 3.16227766e+06 -2.44369750e+01 -8.79044620e+00 
 3.98107171e+06 -2.44369750e+01 -8.79044645e+00 
 5.01187234e+06 -2.44369750e+01 -8.79044685e+00 
 6.30957344e+06 -2.44369750e+01 -8.79044747e+00 
 7.94328235e+06 -2.44369750e+01 -8.79044847e+00 
 1.00000000e+07 -2.44369750e+01 -8.79045004e+00 
 1.25892541e+07 -2.44369750e+01 -8.79045253e+00 
 1.58489319e+07 -2.44369750e+01 -8.79045648e+00 
 1.99526231e+07 -2.44369750e+01 -8.79046274e+00 
 2.51188643e+07 -2.44369750e+01 -8.79047266e+00 
 3.16227766e+07 -2.44369750e+01 -8.79048838e+00 
 3.98107171e+07 -2.44369750e+01 -8.79051330e+00 
 5.01187234e+07 -2.44369750e+01 -8.79055280e+00 
 6.30957344e+07 -2.44369750e+01 -8.79061539e+00 
 7.94328235e+07 -2.44369750e+01 -8.79071459e+00 
 1.00000000e+08 -2.44369750e+01 -8.79087181e+00 
 1.25892541e+08 -2.44369750e+01 -8.79112097e+00 
 1.58489319e+08 -2.44369750e+01 -8.79151583e+00 
 1.99526231e+08 -2.44369750e+01 -8.79214158e+00 
 2.51188643e+08 -2.44369750e+01 -8.79313314e+00 
 3.16227766e+08 -2.44369750e+01 -8.79470419e+00 
 3.98107171e+08 -2.44369750e+01 -8.79719296e+00 
 5.01187234e+08 -2.44369750e+01 -8.80113448e+00 
 6.30957344e+08 -2.44369750e+01 -8.80737404e+00 
 7.94328235e+08 -2.44369750e+01 -8.81724472e+00 
 1.00000000e+09 -2.44369750e+01 -8.83284281e+00 
