 frequency       frequency       onoise_spectrum inoise_spectrum
 1.14815362e+01  1.14815362e+01  4.56465321e-08  5.50127403e-07 
 1.20226443e+01  1.20226443e+01  4.46098485e-08  5.37633396e-07 
 1.25892541e+01  1.25892541e+01  4.35968174e-08  5.25424448e-07 
 1.31825674e+01  1.31825674e+01  4.26069019e-08  5.13494086e-07 
 1.38038426e+01  1.38038426e+01  4.16395769e-08  5.01835983e-07 
 1.44543977e+01  1.44543977e+01  4.06943296e-08  4.90443958e-07 
 1.51356125e+01  1.51356125e+01  3.97706588e-08  4.79311971e-07 
 1.58489319e+01  1.58489319e+01  3.88680748e-08  4.68434119e-07 
 1.65958691e+01  1.65958691e+01  3.79860989e-08  4.57804635e-07 
 1.73780083e+01  1.73780083e+01  3.71242636e-08  4.47417882e-07 
 1.81970086e+01  1.81970086e+01  3.62821118e-08  4.37268353e-07 
 1.90546072e+01  1.90546072e+01  3.54591970e-08  4.27350667e-07 
 1.99526231e+01  1.99526231e+01  3.46550829e-08  4.17659565e-07 
 2.08929613e+01  2.08929613e+01  3.38693431e-08  4.08189908e-07 
 2.18776162e+01  2.18776162e+01  3.31015610e-08  3.98936676e-07 
 2.29086765e+01  2.29086765e+01  3.23513294e-08  3.89894960e-07 
 2.39883292e+01  2.39883292e+01  3.16182506e-08  3.81059969e-07 
 2.51188643e+01  2.51188643e+01  3.09019359e-08  3.72427016e-07 
 2.63026799e+01  2.63026799e+01  3.02020053e-08  3.63991523e-07 
 2.75422870e+01  2.75422870e+01  2.95180879e-08  3.55749019e-07 
 2.88403150e+01  2.88403150e+01  2.88498209e-08  3.47695133e-07 
 3.01995172e+01  3.01995172e+01  2.81968499e-08  3.39825593e-07 
 3.16227766e+01  3.16227766e+01  2.75588288e-08  3.32136226e-07 
 3.31131121e+01  3.31131121e+01  2.69354192e-08  3.24622957e-07 
 3.46736850e+01  3.46736850e+01  2.63262905e-08  3.17281799e-07 
 3.63078055e+01  3.63078055e+01  2.57311197e-08  3.10108861e-07 
 3.80189396e+01  3.80189396e+01  2.51495913e-08  3.03100338e-07 
 3.98107171e+01  3.98107171e+01  2.45813967e-08  2.96252515e-07 
 4.16869383e+01  4.16869383e+01  2.40262347e-08  2.89561759e-07 
 4.36515832e+01  4.36515832e+01  2.34838110e-08  2.83024522e-07 
 4.57088190e+01  4.57088190e+01  2.29538377e-08  2.76637338e-07 
 4.78630092e+01  4.78630092e+01  2.24360340e-08  2.70396819e-07 
 5.01187234e+01  5.01187234e+01  2.19301251e-08  2.64299656e-07 
 5.24807460e+01  5.24807460e+01  2.14358427e-08  2.58342615e-07 
 5.49540874e+01  5.49540874e+01  2.09529247e-08  2.52522536e-07 
 5.75439937e+01  5.75439937e+01  2.04811150e-08  2.46836333e-07 
 6.02559586e+01  6.02559586e+01  2.00201633e-08  2.41280990e-07 
 6.30957344e+01  6.30957344e+01  1.95698251e-08  2.35853559e-07 
 6.60693448e+01  6.60693448e+01  1.91298615e-08  2.30551163e-07 
 6.91830971e+01  6.91830971e+01  1.87000392e-08  2.25370987e-07 
 7.24435960e+01  7.24435960e+01  1.82801302e-08  2.20310286e-07 
 7.58577575e+01  7.58577575e+01  1.78699115e-08  2.15366372e-07 
 7.94328235e+01  7.94328235e+01  1.74691658e-08  2.10536625e-07 
 8.31763771e+01  8.31763771e+01  1.70776802e-08  2.05818480e-07 
 8.70963590e+01  8.70963590e+01  1.66952471e-08  2.01209435e-07 
 9.12010839e+01  9.12010839e+01  1.63216636e-08  1.96707044e-07 
 9.54992586e+01  9.54992586e+01  1.59567314e-08  1.92308918e-07 
 1.00000000e+02  1.00000000e+02  1.56002567e-08  1.88012721e-07 
 1.04712855e+02  1.04712855e+02  1.52520505e-08  1.83816175e-07 
 1.09647820e+02  1.09647820e+02  1.49119279e-08  1.79717052e-07 
 1.14815362e+02  1.14815362e+02  1.45797083e-08  1.75713174e-07 
 1.20226443e+02  1.20226443e+02  1.42552152e-08  1.71802417e-07 
 1.25892541e+02  1.25892541e+02  1.39382765e-08  1.67982703e-07 
 1.31825674e+02  1.31825674e+02  1.36287238e-08  1.64252005e-07 
 1.38038426e+02  1.38038426e+02  1.33263926e-08  1.60608340e-07 
 1.44543977e+02  1.44543977e+02  1.30311224e-08  1.57049773e-07 
 1.51356125e+02  1.51356125e+02  1.27427561e-08  1.53574412e-07 
 1.58489319e+02  1.58489319e+02  1.24611407e-08  1.50180411e-07 
 1.65958691e+02  1.65958691e+02  1.21861263e-08  1.46865966e-07 
 1.73780083e+02  1.73780083e+02  1.19175668e-08  1.43629313e-07 
 1.81970086e+02  1.81970086e+02  1.16553193e-08  1.40468733e-07 
 1.90546072e+02  1.90546072e+02  1.13992442e-08  1.37382542e-07 
 1.99526231e+02  1.99526231e+02  1.11492054e-08  1.34369099e-07 
 2.08929613e+02  2.08929613e+02  1.09050696e-08  1.31426800e-07 
 2.18776162e+02  2.18776162e+02  1.06667070e-08  1.28554077e-07 
 2.29086765e+02  2.29086765e+02  1.04339904e-08  1.25749400e-07 
 2.39883292e+02  2.39883292e+02  1.02067958e-08  1.23011274e-07 
 2.51188643e+02  2.51188643e+02  9.98500213e-09  1.20338239e-07 
 2.63026799e+02  2.63026799e+02  9.76849099e-09  1.17728869e-07 
 2.75422870e+02  2.75422870e+02  9.55714679e-09  1.15181770e-07 
 2.88403150e+02  2.88403150e+02  9.35085664e-09  1.12695582e-07 
 3.01995172e+02  3.01995172e+02  9.14951027e-09  1.10268975e-07 
 3.16227766e+02  3.16227766e+02  8.95299995e-09  1.07900653e-07 
 3.31131121e+02  3.31131121e+02  8.76122048e-09  1.05589346e-07 
 3.46736850e+02  3.46736850e+02  8.57406909e-09  1.03333816e-07 
 3.63078055e+02  3.63078055e+02  8.39144540e-09  1.01132854e-07 
 3.80189396e+02  3.80189396e+02  8.21325134e-09  9.89852771e-08 
 3.98107171e+02  3.98107171e+02  8.03939114e-09  9.68899315e-08 
 4.16869383e+02  4.16869383e+02  7.86977122e-09  9.48456893e-08 
 4.36515832e+02  4.36515832e+02  7.70430018e-09  9.28514491e-08 
 4.57088190e+02  4.57088190e+02  7.54288872e-09  9.09061344e-08 
 4.78630092e+02  4.78630092e+02  7.38544959e-09  8.90086938e-08 
 5.01187234e+02  5.01187234e+02  7.23189754e-09  8.71581001e-08 
 5.24807460e+02  5.24807460e+02  7.08214930e-09  8.53533494e-08 
 5.49540874e+02  5.49540874e+02  6.93612348e-09  8.35934609e-08 
 5.75439937e+02  5.75439937e+02  6.79374055e-09  8.18774762e-08 
 6.02559586e+02  6.02559586e+02  6.65492279e-09  8.02044586e-08 
 6.30957344e+02  6.30957344e+02  6.51959423e-09  7.85734924e-08 
 6.60693448e+02  6.60693448e+02  6.38768063e-09  7.69836829e-08 
 6.91830971e+02  6.91830971e+02  6.25910938e-09  7.54341552e-08 
 7.24435960e+02  7.24435960e+02  6.13380953e-09  7.39240541e-08 
 7.58577575e+02  7.58577575e+02  6.01171169e-09  7.24525431e-08 
 7.94328235e+02  7.94328235e+02  5.89274798e-09  7.10188046e-08 
 8.31763771e+02  8.31763771e+02  5.77685205e-09  6.96220385e-08 
 8.70963590e+02  8.70963590e+02  5.66395897e-09  6.82614624e-08 
 9.12010839e+02  9.12010839e+02  5.55400520e-09  6.69363107e-08 
 9.54992586e+02  9.54992586e+02  5.44692859e-09  6.56458342e-08 
 1.00000000e+03  1.00000000e+03  5.34266830e-09  6.43892997e-08 
 1.04712855e+03  1.04712855e+03  5.24116476e-09  6.31659893e-08 
 1.09647820e+03  1.09647820e+03  5.14235966e-09  6.19752001e-08 
 1.14815362e+03  1.14815362e+03  5.04619587e-09  6.08162439e-08 
 1.20226443e+03  1.20226443e+03  4.95261746e-09  5.96884463e-08 
 1.25892541e+03  1.25892541e+03  4.86156958e-09  5.85911464e-08 
 1.31825674e+03  1.31825674e+03  4.77299851e-09  5.75236968e-08 
 1.38038426e+03  1.38038426e+03  4.68685156e-09  5.64854624e-08 
 1.44543977e+03  1.44543977e+03  4.60307707e-09  5.54758207e-08 
 1.51356125e+03  1.51356125e+03  4.52162437e-09  5.44941610e-08 
 1.58489319e+03  1.58489319e+03  4.44244372e-09  5.35398839e-08 
 1.65958691e+03  1.65958691e+03  4.36548634e-09  5.26124012e-08 
 1.73780083e+03  1.73780083e+03  4.29070429e-09  5.17111356e-08 
 1.81970086e+03  1.81970086e+03  4.21805052e-09  5.08355197e-08 
 1.90546072e+03  1.90546072e+03  4.14747880e-09  4.99849963e-08 
 1.99526231e+03  1.99526231e+03  4.07894368e-09  4.91590180e-08 
 2.08929613e+03  2.08929613e+03  4.01240051e-09  4.83570465e-08 
 2.18776162e+03  2.18776162e+03  3.94780537e-09  4.75785523e-08 
 2.29086765e+03  2.29086765e+03  3.88511506e-09  4.68230150e-08 
 2.39883292e+03  2.39883292e+03  3.82428707e-09  4.60899222e-08 
 2.51188643e+03  2.51188643e+03  3.76527957e-09  4.53787698e-08 
 2.63026799e+03  2.63026799e+03  3.70805139e-09  4.46890615e-08 
 2.75422870e+03  2.75422870e+03  3.65256198e-09  4.40203087e-08 
 2.88403150e+03  2.88403150e+03  3.59877139e-09  4.33720300e-08 
 3.01995172e+03  3.01995172e+03  3.54664029e-09  4.27437512e-08 
 3.16227766e+03  3.16227766e+03  3.49612991e-09  4.21350052e-08 
 3.31131121e+03  3.31131121e+03  3.44720205e-09  4.15453315e-08 
 3.46736850e+03  3.46736850e+03  3.39981905e-09  4.09742765e-08 
 3.63078055e+03  3.63078055e+03  3.35394381e-09  4.04213927e-08 
 3.80189396e+03  3.80189396e+03  3.30953974e-09  3.98862392e-08 
 3.98107171e+03  3.98107171e+03  3.26657076e-09  3.93683814e-08 
 4.16869383e+03  4.16869383e+03  3.22500131e-09  3.88673906e-08 
 4.36515832e+03  4.36515832e+03  3.18479633e-09  3.83828442e-08 
 4.57088190e+03  4.57088190e+03  3.14592125e-09  3.79143258e-08 
 4.78630092e+03  4.78630092e+03  3.10834201e-09  3.74614246e-08 
 5.01187234e+03  5.01187234e+03  3.07202502e-09  3.70237358e-08 
 5.24807460e+03  5.24807460e+03  3.03693717e-09  3.66008606e-08 
 5.49540874e+03  5.49540874e+03  3.00304586e-09  3.61924059e-08 
 5.75439937e+03  5.75439937e+03  2.97031894e-09  3.57979844e-08 
 6.02559586e+03  6.02559586e+03  2.93872477e-09  3.54172146e-08 
 6.30957344e+03  6.30957344e+03  2.90823218e-09  3.50497210e-08 
 6.60693448e+03  6.60693448e+03  2.87881050e-09  3.46951339e-08 
 6.91830971e+03  6.91830971e+03  2.85042954e-09  3.43530894e-08 
 7.24435960e+03  7.24435960e+03  2.82305959e-09  3.40232296e-08 
 7.58577575e+03  7.58577575e+03  2.79667146e-09  3.37052025e-08 
 7.94328235e+03  7.94328235e+03  2.77123644e-09  3.33986621e-08 
 8.31763771e+03  8.31763771e+03  2.74672632e-09  3.31032687e-08 
 8.70963590e+03  8.70963590e+03  2.72311341e-09  3.28186882e-08 
 9.12010839e+03  9.12010839e+03  2.70037051e-09  3.25445931e-08 
 9.54992586e+03  9.54992586e+03  2.67847095e-09  3.22806618e-08 
 1.00000000e+04  1.00000000e+04  2.65738856e-09  3.20265790e-08 
 1.04712855e+04  1.04712855e+04  2.63709771e-09  3.17820357e-08 
 1.09647820e+04  1.09647820e+04  2.61757327e-09  3.15467291e-08 
 1.14815362e+04  1.14815362e+04  2.59879064e-09  3.13203628e-08 
 1.20226443e+04  1.20226443e+04  2.58072577e-09  3.11026467e-08 
 1.25892541e+04  1.25892541e+04  2.56335510e-09  3.08932973e-08 
 1.31825674e+04  1.31825674e+04  2.54665565e-09  3.06920371e-08 
 1.38038426e+04  1.38038426e+04  2.53060492e-09  3.04985954e-08 
 1.44543977e+04  1.44543977e+04  2.51518098e-09  3.03127076e-08 
 1.51356125e+04  1.51356125e+04  2.50036241e-09  3.01341157e-08 
 1.58489319e+04  1.58489319e+04  2.48612834e-09  2.99625681e-08 
 1.65958691e+04  1.65958691e+04  2.47245841e-09  2.97978195e-08 
 1.73780083e+04  1.73780083e+04  2.45933281e-09  2.96396310e-08 
 1.81970086e+04  1.81970086e+04  2.44673222e-09  2.94877700e-08 
 1.90546072e+04  1.90546072e+04  2.43463787e-09  2.93420101e-08 
 1.99526231e+04  1.99526231e+04  2.42303150e-09  2.92021314e-08 
 2.08929613e+04  2.08929613e+04  2.41189538e-09  2.90679199e-08 
 2.18776162e+04  2.18776162e+04  2.40121224e-09  2.89391679e-08 
 2.29086765e+04  2.29086765e+04  2.39096537e-09  2.88156736e-08 
 2.39883292e+04  2.39883292e+04  2.38113852e-09  2.86972414e-08 
 2.51188643e+04  2.51188643e+04  2.37171595e-09  2.85836815e-08 
 2.63026799e+04  2.63026799e+04  2.36268238e-09  2.84748098e-08 
 2.75422870e+04  2.75422870e+04  2.35402303e-09  2.83704482e-08 
 2.88403150e+04  2.88403150e+04  2.34572357e-09  2.82704240e-08 
 3.01995172e+04  3.01995172e+04  2.33777014e-09  2.81745701e-08 
 3.16227766e+04  3.16227766e+04  2.33014934e-09  2.80827249e-08 
 3.31131121e+04  3.31131121e+04  2.32284819e-09  2.79947322e-08 
 3.46736850e+04  3.46736850e+04  2.31585416e-09  2.79104408e-08 
 3.63078055e+04  3.63078055e+04  2.30915513e-09  2.78297048e-08 
 3.80189396e+04  3.80189396e+04  2.30273942e-09  2.77523833e-08 
 3.98107171e+04  3.98107171e+04  2.29659573e-09  2.76783402e-08 
 4.16869383e+04  4.16869383e+04  2.29071318e-09  2.76074442e-08 
 4.36515832e+04  4.36515832e+04  2.28508124e-09  2.75395687e-08 
 4.57088190e+04  4.57088190e+04  2.27968980e-09  2.74745916e-08 
 4.78630092e+04  4.78630092e+04  2.27452908e-09  2.74123951e-08 
 5.01187234e+04  5.01187234e+04  2.26958967e-09  2.73528659e-08 
 5.24807460e+04  5.24807460e+04  2.26486252e-09  2.72958948e-08 
 5.49540874e+04  5.49540874e+04  2.26033890e-09  2.72413766e-08 
 5.75439937e+04  5.75439937e+04  2.25601041e-09  2.71892100e-08 
 6.02559586e+04  6.02559586e+04  2.25186897e-09  2.71392977e-08 
 6.30957344e+04  6.30957344e+04  2.24790679e-09  2.70915460e-08 
 6.60693448e+04  6.60693448e+04  2.24411642e-09  2.70458648e-08 
 6.91830971e+04  6.91830971e+04  2.24049065e-09  2.70021675e-08 
 7.24435960e+04  7.24435960e+04  2.23702259e-09  2.69603707e-08 
 7.58577575e+04  7.58577575e+04  2.23370558e-09  2.69203945e-08 
 7.94328235e+04  7.94328235e+04  2.23053327e-09  2.68821620e-08 
 8.31763771e+04  8.31763771e+04  2.22749951e-09  2.68455995e-08 
 8.70963590e+04  8.70963590e+04  2.22459843e-09  2.68106360e-08 
 9.12010839e+04  9.12010839e+04  2.22182439e-09  2.67772035e-08 
 9.54992586e+04  9.54992586e+04  2.21917196e-09  2.67452367e-08 
 1.00000000e+05  1.00000000e+05  2.21663594e-09  2.67146729e-08 
 1.04712855e+05  1.04712855e+05  2.21421136e-09  2.66854521e-08 
 1.09647820e+05  1.09647820e+05  2.21189342e-09  2.66575165e-08 
 1.14815362e+05  1.14815362e+05  2.20967753e-09  2.66308108e-08 
 1.20226443e+05  1.20226443e+05  2.20755930e-09  2.66052821e-08 
 1.25892541e+05  1.25892541e+05  2.20553451e-09  2.65808795e-08 
 1.31825674e+05  1.31825674e+05  2.20359910e-09  2.65575542e-08 
 1.38038426e+05  1.38038426e+05  2.20174922e-09  2.65352596e-08 
 1.44543977e+05  1.44543977e+05  2.19998115e-09  2.65139510e-08 
 1.51356125e+05  1.51356125e+05  2.19829132e-09  2.64935854e-08 
 1.58489319e+05  1.58489319e+05  2.19667634e-09  2.64741217e-08 
 1.65958691e+05  1.65958691e+05  2.19513293e-09  2.64555207e-08 
 1.73780083e+05  1.73780083e+05  2.19365797e-09  2.64377447e-08 
 1.81970086e+05  1.81970086e+05  2.19224847e-09  2.64207575e-08 
 1.90546072e+05  1.90546072e+05  2.19090157e-09  2.64045247e-08 
 1.99526231e+05  1.99526231e+05  2.18961451e-09  2.63890132e-08 
 2.08929613e+05  2.08929613e+05  2.18838467e-09  2.63741913e-08 
 2.18776162e+05  2.18776162e+05  2.18720953e-09  2.63600287e-08 
 2.29086765e+05  2.29086765e+05  2.18608670e-09  2.63464964e-08 
 2.39883292e+05  2.39883292e+05  2.18501386e-09  2.63335667e-08 
 2.51188643e+05  2.51188643e+05  2.18398882e-09  2.63212130e-08 
 2.63026799e+05  2.63026799e+05  2.18300946e-09  2.63094099e-08 
 2.75422870e+05  2.75422870e+05  2.18207377e-09  2.62981331e-08 
 2.88403150e+05  2.88403150e+05  2.18117982e-09  2.62873592e-08 
 3.01995172e+05  3.01995172e+05  2.18032576e-09  2.62770662e-08 
 3.16227766e+05  3.16227766e+05  2.17950983e-09  2.62672327e-08 
 3.31131121e+05  3.31131121e+05  2.17873034e-09  2.62578383e-08 
 3.46736850e+05  3.46736850e+05  2.17798567e-09  2.62488636e-08 
 3.63078055e+05  3.63078055e+05  2.17727427e-09  2.62402899e-08 
 3.80189396e+05  3.80189396e+05  2.17659468e-09  2.62320995e-08 
 3.98107171e+05  3.98107171e+05  2.17594548e-09  2.62242753e-08 
 4.16869383e+05  4.16869383e+05  2.17532531e-09  2.62168011e-08 
 4.36515832e+05  4.36515832e+05  2.17473289e-09  2.62096614e-08 
 4.57088190e+05  4.57088190e+05  2.17416698e-09  2.62028411e-08 
 4.78630092e+05  4.78630092e+05  2.17362641e-09  2.61963261e-08 
 5.01187234e+05  5.01187234e+05  2.17311004e-09  2.61901029e-08 
 5.24807460e+05  5.24807460e+05  2.17261680e-09  2.61841583e-08 
 5.49540874e+05  5.49540874e+05  2.17214565e-09  2.61784801e-08 
 5.75439937e+05  5.75439937e+05  2.17169561e-09  2.61730562e-08 
 6.02559586e+05  6.02559586e+05  2.17126574e-09  2.61678754e-08 
 6.30957344e+05  6.30957344e+05  2.17085513e-09  2.61629268e-08 
 6.60693448e+05  6.60693448e+05  2.17046294e-09  2.61582001e-08 
 6.91830971e+05  6.91830971e+05  2.17008833e-09  2.61536853e-08 
 7.24435960e+05  7.24435960e+05  2.16973052e-09  2.61493730e-08 
 7.58577575e+05  7.58577575e+05  2.16938876e-09  2.61452541e-08 
 7.94328235e+05  7.94328235e+05  2.16906233e-09  2.61413199e-08 
 8.31763771e+05  8.31763771e+05  2.16875054e-09  2.61375623e-08 
 8.70963590e+05  8.70963590e+05  2.16845275e-09  2.61339732e-08 
 9.12010839e+05  9.12010839e+05  2.16816832e-09  2.61305453e-08 
 9.54992586e+05  9.54992586e+05  2.16789666e-09  2.61272712e-08 
 1.00000000e+06  1.00000000e+06  2.16763719e-09  2.61241440e-08 
